area,key,en-US
volunteer,startDateAndTime,Start Date & Time
volunteer,submit,Submit
volunteer,survey,Survey
volunteer,surveyQuestion,Survey Question
volunteer,tellUsAboutYourExperience,Tell us about your volunteer experience.
volunteer,thankYouForVolunteering,Thank you for volunteering with
volunteer,thisAssignmentIsFull,This assignment is full. You will be added to the waitlist.
volunteer,thisProjectWaiver,This project requires a waiver. Please download it
volunteer,thereAreNoPrograms,There are currently no Projects associated with this Program. Do you have an idea for a Project? Click on 'New Project' to share it with us.
volunteer,unlimited,Unlimited
volunteer,upload,Upload
volunteer,volunteerGrants,Volunteer Grants
volunteer,volunteerNowTooltip,Volunteer Now
volunteer,volunteerProgram,Volunteer Program
volunteer,waitlist,Waitlist
volunteer,waitlisted,Waitlisted
volunteer,whatVolunteersDo,"What will the volunteers do, who will be served, etc.?"
volunteer,willBeInvited,(will be invited to
volunteer,withinRadius,within 25 miles of
volunteer,youAreNotSignedUp,You are not signed up for this project
volunteer,youHaveBeenInvited,You've been invited to participate in this project. Please respond to this invitation below
emails,groupInvite1,Invitation to join
emails,groupInvite2,has invited you to join the group
emails,groupInvite3,"To view this message in the Good Done Great portal, click here or paste this url into your browser:"
emails,groupInvite4,From:
emails,groupInvite5,Request to join
emails,groupInvite6,has requested to join the
emails,groupInvite7,group. Go to your groups in your profile to accept or reject this request.
emails,groupInvite8,(Private or Invite only) group.
emails,match1,Match Request Approved
emails,match2,Your match request has been approved and the payment is scheduled. We'll let you know when the payment is processed.
emails,project1,Dear
emails,project2,Thank you for signing up to participate in
emails,project2.1,"Unfortunately, there is no longer space available. You have been placed on a waitlist, however. If an opening becomes available, you will be added to project by the project coordinator If you are confirmed as a participant, an email will follow. Thank you for helping to make a difference in your local community."
emails,project3,Program:
emails,project4,Volunteer Project:
emails,project5,Volunteer:
emails,project6,Project Coordinator:
emails,project7,Project Start Date:
emails,donation1,Thank You For Your Online Donation
emails,donation2,Thank you for your
emails,donation2.1,donation to
emails,donation2.2,Your contribution makes the
emails,donation2.3,giving community strong!
emails,donation3,Donation Receipt
emails,donation4,Donor Name
emails,donation5,Donation Amount
emails,donation6,Donor Advised Fund Sponsor
emails,donation7,Donation Organization
emails,donation8,Organization Address
emails,donation9.0,Your donation of
emails,donation9.1,has been processed by DonateWell and was advised for the benefit of
emails,donation9.2,"DonateWell will grant these funds as a donation (less merchant, bank and processing fees, if applicable) to"
emails,donation9.3,Please refer to our Term of Service for more information.
emails,donation9.4,Please note that the IRS requires that you retain this notification as a receipt to substantiate your charitable gift.
emails,donation9.5,"In accordance with IRS requirements for charitable contributions, DonateWell acknowledges no goods or services, or quid pro quo benefits (tangible or intangible) were provided to you by DonateWell in consideration of your charitable gift."
emails,donation9.6,You are receiving this transactional email as a receipt of your donation through
emails,donation9.7,"and Good Done Great. If you have questions or need assistance, visit our Support Center."
emails,donation9.8,Please note: This email message was sent from a notification_only address that cannot accept incoming email.
emails,donation9.9,Please do not reply to this message.
emails,hours1,Thank You For Your Time
emails,hours2,Thank you for volunteering for
emails,hours2.1,for
emails,hours2.2,hours. We value your hard work and commitment to our community.
emails,projectinvite1,Invitation to participate in
emails,projectinvite2,You have been invited by
emails,projectinvite2.1,to volunteer for the
emails,projectinvite2.2,Please review the project details below and add this information to your calendar. We look forward to working in our community with you! You may accept or reject this invitation here.
emails,registrationconfirmed1,Registration Confirmed
emails,registrationconfirmed2,You are signed up for
emails,registrationconfirmed2.1,Please see below and check back into the
emails,registrationconfirmed2.2,Volunteer Site for more information about your volunteer project!
emails,loghours1,Don't forget to log your volunteer hours for
emails,loghours1.1,You may log your hours from the project page on the  volunteer portal.
common,projectaddress,Project Location
emails,donatewell1,"An employee of  is attempting to make a new donation or record a past donation to your organization in our system. Your organization is not listed in the IRS Business Master File or NCES database, which is what we use to populate the DonateWell database. In order to add your organization, we require some additional information."
emails,donatewell1.1,Click on the following link and follow the instructions to begin the process:
emails,donatewell1.2,"If you have any questions, please contact DonateWell via email at support@donatewell.com."
emails,donatewell1.3,"For more information about DonateWell and our DAF, please go to www.donatewell.org"
emails,payroll1,Open enrollment for
emails,payroll1.1,ends on
emails,payroll1.2,This is your last chance to manage your payroll deductions.
emails,projectcoordinator1,"Your volunteer project, "
emails,projectcoordinator1.1,has been approved and is open for volunteers to sign up for!
emails,projectcoordinator1.2,"Please go to the Employee volunteer website,"
emails,projectcoordinator1.3,"to add your assignments, invite volunteers, and more."
emails,projectcoordinator1.4,"You can also use this site to track your volunteers, monitor waitlists, and enter hours for the volunteers following the event."
emails,projectcoordinator2,"We regret to inform you that your project,"
emails,projectcoordinator2.1,has not been approved.
emails,projectcoordinator2.2,You will receive additional details from the program administrator regarding the details of declination.  Thanks for your interest and we encourage you to continue using the Employee Volunteer Website to make more project suggestions in the future.
emails,projectcoordinator3,Thank you for making a difference in our community!
emails,projectcoordinator4,Project Details:
emails,projectcoordinator4.1,Project ID#:
emails,projectcoordinator4.2,Project Name:
emails,projectcoordinator4.3,Organization:
emails,projectcoordinator4.4,Project Dates:
emails,projectcoordinator4.5,Maximum Volunteers:
emails,projectcoordinator5,Thank you for suggesting a new Volunteer Project! Your project
emails,projectcoordinator5.1,is waiting for review and approval.  We will notify you soon of its status.
emails,projectcoordinator6,Way to go! Your volunteer project
emails,projectcoordinator6.1,starting on
emails,projectcoordinator6.2,has reached the maximum number of volunteers. Please be sure to communicate with your volunteers about project details.
emails,projectcoordinator7,"Your project,"
emails,projectcoordinator7.1,starting on
emails,projectcoordinator7.2,has reached maximum capacity and now has volunteers on the waitlist. Please visit the Employee Volunteer website to manage your project's volunteers.  We will inform you if space becomes available so you can move volunteers off the waitlist.
emails,projectcoordinator8,Thank you for taking the time to coordinate the
emails,projectcoordinator8.1,project. Space has become available in your project due to a cancellation of one of your volunteers. You have volunteers on a waitlist for your project so please visit the Employee volunteer website at  to manage your volunteers.
emails,projectcoordinator9,Thank you for taking the time to coordinate the
emails,projectcoordinator9.1,project!  Please remember to visit the Employee volunteer website where you can log your volunteer hours and record hours for the other volunteers who participated in the project.
claim,nonprofit,Nonprofit
