area,key,de-DE
donate,addOrgEmail,"ist in unserer Datenbank, hat aber keine aktuellen Kontaktinformationen angegeben. Die Stiftung muss Ihre Spende verifizieren, bevor Ihre Spendenanpassung verarbeitet werden kann. Bitte stellen Sie eine E-Mail-Adresse zur Verfügung, um die Organisation zu kontaktieren."
donate,dateAfterStartDate,Datum muss mit dem Startdatum übereinstimmen oder vor dem Startdatum des Programms liegen:
donate,errorProcessingCC,Beim Verarbeiten Ihrer Kreditkarte ist ein Fehler aufgetreten.
donate,estimatedLabel,Ihr geschätzter Spendenanpassungsbetrag:
donate,matchingGrant,Ihr Spendenanpassungsbetrag kann folgenden Betrag nicht überschreiten
donate,pageTitleOffline,Eine Spende aufzeichnen
donate,pageTitleOnline,Jetzt spenden
donate,pageTitlePayroll,Gehaltsabzug
donate,receiptSizeMsg,Beleg-Upload darf nicht größer als 80 MB sein
donate,selectANonprofit,Eine Organisation auswählen
donate,toDonateSearch,"Um zu spenden, wählen Sie bitte einen Empfänger aus - Suche nach Name, Ort oder Registrierungs-ID"
emails,acceptedToGroup,Sie wurden für die Gruppe akzeptiert
emails,cancellationSpace1,"Bei Ihrem Projekt ist jetzt ein Platz frei geworden, weil einer Ihrer Teilnehmer gekündigt hat. Als Erinnerung, Sie haben auf der Warteliste für Ihr Projekt eine Anzahl von Teammitgliedern. Besuchen Sie bitte die"
emails,cancellationSpace2,"um Mitarbeiter aus Ihrer Warteliste hinzuzufügen. Sie werden eine E-Mail-Benachrichtigung erhalten, dass er / sie dem Projekt als Freiwillige / Freiwilliger  hinzugefügt wurden."
emails,congratulations,Herzlichen Glückwunsch!
emails,dear,Liebe(r)
emails,forgot_pwd_body,Wir haben eine Anweisung für die Zurücksetzung Ihres Passwortes erhalten. Das neue Vorübergehende lautet für die Anmeldung:
emails,forgot_pwd_link_text,Anmelden
emails,forgot_pwd_subject,Passwort-Zurücksetzungs-Antrag
emails,invitedBy,Sie wurden eingeladen von
emails,leader,Führer
emails,loginToRegister,Melden Sie sich bei dem Angestellten-Portal für diese spannende Gelegenheit an
emails,projectDate,Projekt-Datum
emails,signUpHere,Hier registrieren
emails,thankYou,Vielen Dank
emails,thanksAgain,Nochmals vielen Dank
emails,thankCoordinator,"Vielen Dank, dass Sie das Freiwilligen-Projekt koordinieren."
emails,verify_email_body,"Vielen Dank für Ihre Registrierung. Klicken Sie bitte auf den Link weiter unten, um Ihre E-Mail-Adresse zu überprüfen."
emails,verify_email_subject,Willkommen zu 'Good Done Great' (Gutes Großartig gemacht)
emails,volunteerFor,für die ehrenamtliche Mitarbeit bei
emails,volunteerProject,Freiwilligen-Projekt
emails,addedToCommittee,Sie wurden dem Prüfungskomitee hinzugefügt
emails,addedToCommittee1,Sie wurden vor Kurzem Mitglied von
emails,addedToCommittee2,"um beim Überprüfen von eingereichten Zuschussanträgen zu helfen. Danke, dass Sie diese Aufgabe ausführen. Um Anträge anzusehen, die diesem Komitee zum Überprüfen zugewiesen wurden, melden Sie sich bitte beim Angestelltenportal an und gehen Sie zu dem Tab Zuschuss und dann zu Überprüfen."
emails,amountRequested,Angefragter Betrag:
emails,applicant,Antragsteller:
emails,accessCode,Zugangscode:
emails,applicationProcessing,"Wir überprüfen gerade Ihren Antrag und Sie erhalten eine Benachrichtigung, wenn eine Entscheidung getroffen wurde. Sie können den Status Ihres Antrags auch jederzeit im Angestelltenportal überprüfen. Danke, dass Sie mit Ihrer wertvollen Zeit unserer Gemeinschaft dienen!"
emails,approvedLOI1,Glückwunsch! Ihre Absichtserklärung wurde genehmigt für das
emails,approvedLOI2,Programm. Bitte besuchen Sie unsere Bewerberseite
emails,approvedLOI3,vor der Deadline für die Antragsstellung von
emails,approvedLOI4,um Ihren komplette Antrag abzuschließen und einzureichen.
emails,approvedLOI5,"Falls Sie während dieses Antragsvorgangs Fragen haben, kontaktieren Sie uns bitte unter der folgenden Adresse."
emails,awardedOn,erhalten am
emails,awardRequest1,"Wir freuen uns, Sie darüber zu informieren, dass der folgende Antrag, "
emails,awardRequest2,", genehmigt wurde für den  "
emails,awardRequest3,Zuschussbetrag in Höhe von
emails,awardRequest4,". Bitte gehen Sie zu unserem Portal, um ihren Zuschlag zu akzeptieren und die Fördervereinbarung herunterzuladen. Wir werden danach die weiteren Schritte zur Verfügung stellen."
emails,confirmNewOrgRequest1,"Danke, dass Sie vorgeschlagen haben, dass"
emails,confirmNewOrgRequest2,unserer DonateWell-Datenbank hinzugefügt wird. Sie werden kontaktiert unter
emails,confirmNewOrgRequest3,mit den nächsten Schritten
emails,confirmNewOrgRequestSubject,Organisationsantrag bestätigt
emails,declinedLOI1,"Danke, dass Sie Ihre Absichtserklärung für den"
emails,declinedLOI2,"Zuschuss eingereicht haben. Leider müssen wir Ihnen mitteilen, dass für keine komplette Bewerbung für den folgenden Antrag zugelassen wurden:"
emails,declinedLOI3,"Wir möchten Sie auffordern, unsere Richtlinie für das Zuschussprogramm zu lesen und"
emails,declinedLOI4,sich in Zukunft
emails,declinedLOI5,"erneut zu bewerben. Falls Sie Fragen haben, kontaktieren Sie uns bitte unter der folgenden Adresse."
emails,declinedRequest1,"Leider müssen wir Ihnen mitteilen, dass wir Ihren Antrag nicht unterstützen können,"
emails,declinedRequest2,für den
emails,declinedRequest3,"Zuschuss. Bitte kontaktieren Sie uns, falls Sie Fragen haben. Wir wissen Ihre Unterstützung in unserer lokalen Gemeinde zu schätzen."
emails,donationTY1,Vielen Dank für Ihre
emails,donationTY2,empfohlene Spende an
emails,donationTY3,Ihr Beitrag macht die
emails,donationTY4,Giving-Gemeinschaft stark
emails,donationTY5,Spendenbeleg
emails,donationTY6,Spendername:
emails,donationTY7,Gemeinnütziger Spendenbetrag:
emails,donationTY8,Vom Spender empfohlener Fund-Sponsor:
emails,donationTY9,DonateWell
emails,donationTY10,Empfohlene Spendenorganisation:
emails,donationTY11,Organisationsadresse:
emails,donationTY12,Emfpohlener Spendenbetrag:
emails,donationTY13,Ihre Spende in Höhe von
emails,donationTY14,wurde von DonateWell verarbeitet und wurde gutgeschrieben zugunsten von
emails,donationTY15,DonateWell wird diese Gelder als Spende senden an
emails,donationTY16,"Bitte lesen Sie sich die Servicebedingungen durch, um weitere Informationen zu erhalten."
emails,donationTY17,"Bitte beachten Sie, dass das Finanzamt diesen Brief als Beleg benötigt, um Ihre gemeinnützige Spende zu belegen."
emails,donationTY18,"In Übereinstimmung mit den Anforderungen des Finanzamts für gemeinnützige Beiträge erkennt DonateWell an, dass keine Waren oder Dienstleistungen oder Gegenleistungen (materiell oder immateriell) von Ihnen an DonateWell unter Berücksichtigung der gemeinnützigen Spende zur Verfügung gestellt."
emails,donationTY19,Sie erhalten diese Transaktions-E-Mail als Beleg für Ihre Spende von
emails,donationTY20,und haben etwas Gutes geleistet.
emails,donationTY21,"Falls Sie Fragen haben oder Hilfe benötigen, besuchen Sie bitte unser Support-Center."
emails,donationTY22,"Bitte beachten Sie: Sie haben diese E-Mail-Nachricht von einer Adresse erhalten, die nur Benachrichtigungen versendet und keine eingehenden E-Mails akzeptiert. Bitte antworten Sie nicht auf diese Nachricht."
emails,donationTY23,"Bitte beachten Sie: Das Finanzamt benötigt diesen Brief als Beleg, um Ihre gemeinnützige Spende zu belegen."
emails,donationTY24,DonateWell
emails,donationTY25,Datum der Spende:
emails,donationTY26,EIN:46-0942102
emails,donationTY27,1127 Broadway Suite 102
emails,donationTY28,"Tacoma, WA 98402"
emails,donationTYSubject,Danke für Ihre Online-Spende
emails,forgot_pwd_subject,Anfrage zum Zurücksetzen des Passworts
emails,forThe,für den
emails,grant,Zuschuss
emails,grantSubmittedSubtext1,Kommissionszuschuss eingereicht
emails,grantSubmittedSubtext2,Freiwilligenzuschuss eingereicht
emails,grantAccepted,Zuschuss akzeptiert
emails,grantProgram,Zuschussprogramm:
emails,hello,Hallo
emails,incomplete,unvollständig
emails,incompleteRequest1,"Ihre Anfrage, "
emails,incompleteRequest2,wurde nicht abgeschlossen und rechtzeitig eingereicht am
emails,incompleteRequest3,". Bitte ziehen Sie in Betracht, sich für den nächsten Förderzeitraum dieses Programms zu bewerben. Bitte zögern Sie nicht, uns jederzeit mit Ihren Fragen zu kontaktieren."
emails,invitationToCollaborate1,"Sie wurden von {sender} eingeladen, um an dem Zuschussantrag für {npoName} für das {programName}-Zuschussprogramm mitzuarbeiten."
emails,invitationToCollaborate2,"Bitte beachten Sie, dass der Antrag nur von einer Person gleichzeitig bearbeitet werden kann. Falls mehr als eine Person versucht den Antrag zu bearbeiten, riskieren Sie, dass alles Daten verloren gehen."
emails,invitationToCollaborate3,Sie können den Antrag unter der folgenden URL ansehen und bearbeiten:
emails,invitationToCollaborateSubject,Einladung zur Mitarbeit bei einem Zuschussantrag
emails,inviteApplicant,Einladung zum Bewerben:
emails,inviteApplicant1,"möchte Sie einladen, dass Sie sich bewerben für das"
emails,inviteApplicant2,"Programm bewerben. Klicken Sie unten auf den Link, um sich bei unserem Portal anzumelden und das Programm anzusehen. Wenn Sie sich angemeldet haben, können Sie den Antragsprozess beginnen, indem Sie auf 'Antrag stellen' klicken. Sie werden aufgefordert, den unten stehenden Zugangscode einzugeben, um fortzufahren."
emails,inTHeAmountOf,der Betrag in Höhe von $
emails,justLogin,Anmelden
emails,leader,Vorsitzende®
emails,letterOfIntent1,"Danke, dass Sie Ihre Absichtserklärung gesendet haben an"
emails,letterOfIntent2,für
emails,letterOfIntentRecieved,Absichtserklärung erhalten
emails,loiDueSubject,Deadline für Absichtserklärung läuft ab
emails,loiDue1,"Wir möchten Ihnen mitteilen, dass die Deadline für das Einreichen der Absichtserklärung für"
emails,loiDue2,"abläuft. Bitte stellen Sie sicher, dass Sie "
emails,loiDue3,und senden Sie Ihre Absichtserklärung bis zum
emails,loiDue4,"Falls Sie Ihre Absichtserklärung nicht rechtzeitig beenden, wird diese als unvollständig markiert und Sie werden für einen Zuschuss nicht berücksichtigt."
emails,loiApprovedSubject,Absichtserklärung genehmigt
emails,loiSubmittedSubject,Absichtserklärung erhalten
emails,loiDeclinedSubject,Absichtserklärung abgelehnt
emails,login,Anmelden:
emails,matchApproved1,Ihr Match-Antrag für $
emails,matchApproved2,für die Organisation
emails,matchApproved3,wurde genehmigt und die Zahlung findet voraussichtlich statt am
emails,matchApprovedSubject,Match-Antrag genehmigt
emails,matchFulfilled1,Ihr Match-Antrag in Höhe von
emails,matchFulfilled2,wurde erfüllt für
emails,matchFulfilledSubject,Match-Zahlung erfüllt
emails,matchRejected1,Ihr Match-Antrag für $
emails,matchRejected2,für
emails,matchRejected3,wurde abgelehnt
emails,matchRejctedSubject,Match-Antrag abgelehnt
emails,maxParticipants1,Gut gemacht! Ihr Freiwilligenprojekt
emails,maxParticipants2,", beginnend am "
emails,maxParticipants3,"hat eine Aufgabe, die die maximale Anzahl an Freiwilligen erreicht hat. Bitte stellen Sie sicher, dass Sie Ihren Freiwilligen die Projektdetails mitteilen."
emails,name,Name:
emails,notifyCoordinator,Projektkoordinator für
emails,notifyCoordinator1,"Danke, dass Sie das folgende Freiwilligenprojekt koordinieren:"
emails,notifyCoordinator2,".  Bitte melden Sie sich wieder beim Angestelltenportal an, um auf Tools für Projektkoordinatoren für dieses Projekt zugreifen zu können."
emails,notifyCoordinator3,Link zum Angestelltenportal:
emails,notifyReviewer,Prüfung zugewiesen
emails,notifyReviewer1,Ihnen wurde eine Prüfung für den folgenden Antrag des Zuschusses
emails,notifyReviewer2,zugewiesen:
emails,notifyReviewer3,"Bitte melden Sie sich beim Portal mit dem unten stehenden Link an, um alle Anträge zu sehen, die Ihnen zur Prüfung zugewiesen wurden."
emails,on,am
emails,onHoldRequest1,"Ihr Antrag,"
emails,onHoldRequest2,", wurde im Entscheidungsprozess für den "
emails,onHoldRequest3,Zuschuss zurückgestellt. Wir werden Sie bald mit weiteren Informationen kontaktieren.
emails,organization,Organisation:
emails,portal,Portal
emails,progressDueSubject,Zwischenbericht fällig
emails,progressDue1,Sie müssen einen Zwischenbericht liefern für
emails,progressDue2,Bitte schließen Sie den Zwischenbericht ab und senden Sie diesen ein vor
emails,progressPastDueSubject,Zwischenbericht überfällig
emails,progressPastDue1,"Unsere Aufzeichnungen zeigen an, dass Ihr Zwischenbericht für"
emails,progressPastDue2,fällig war am
emails,progressPastDue3,"und ist jetzt überfällig. Wir sind gespannt, über den Erfolg Ihres Projektes/Programms zu hören. Bitte reichen Sie Ihren Zwischenbericht so schnell wie möglich ein."
emails,progressRptSubmitted,Zwischenbericht erhalten
emails,progressRptSubmitted1,"Wir haben Ihren Zwischenbericht erhalten, eingereicht am"
emails,progressRptSubmitted2,", der über Ihren Zuschuss berichtet, den Sie im"
emails,progressRptSubmitted3,"Programm erhalten haben. Danke, dass Sie diese Informationen rechtzeitig eingereicht haben."
emails,projectApproved,Vorgeschlagenes Projekt genehmigt
emails,projectApproved1,"Ihr Freiwilligenprojekt,"
emails,projectApproved2,wurde genehmigt und Freiwillige können sich jetzt registrieren! Bitte gehen Sie zu
emails,projectApproved3,", um Aufgaben hinzuzufügen, Freiwillige einzuladen und mehr. Sie können diese Seite auch verwenden, um Ihre Freiwilligen zu verfolgen, Wartelisten zu überwachen und Stunden für die Freiwilligen nach Veranstaltungen einzugeben."
emails,projectDate,Project-Anfangsdatum
emails,projectDeclined,Vorgeschlagenes Projekt abgelehnt
emails,projectDeclined1,"Leider müssen wir Ihnen mitteilen, dass Ihr Projekt, "
emails,projectDeclined2,", nicht genehmigt wurde. Sie werden zusätzliche Details vom Programmadministrator in Bezug auf die Absage erhalten. Danke für Ihr Interesse und wir möchten Sie dazu auffordern, dass Sie in Zukunft weiterhin die Angestellten-Freiwilligen-Webseite nutzen, um weitere Projekte vorzuschlagen."
emails,projectFull,"Ein Projekt, das Sie koordinieren, ist voll!"
emails,projectStarting,"Ein Projekt, das Sie koordinieren, beginnt bald ..."
emails,projectStarting1,"Ihr Freiwilligenprojekt,"
emails,projectStarting2,soll planmäßig beginnen am
emails,projectStarting3,". Bitte stellen Sie sicher, dass Sie alles für das Projekt überprüft haben, was Sie brauchen und den Freiwilligen mitgeteilt haben."
emails,projectWaitlist,"Ein Projekt, das Sie koordinieren, hat eine Warteliste"
emails,projectWaitlist1,"Ihr Projekt,"
emails,projectWaitlist2,", beginnend am "
emails,projectWaitlist3,hat die maximale Kapazität erreicht und es gibt jetzt eine Warteliste für Freiwillige. Bitte besuchen Sie die Angestellten-Freiwilligen-Webseite unter
emails,projectWaitlist4,", um Ihre Projekt-Freiwilligen zu verwalten. Wir werden Sie informieren, falls Plätze frei werden, damit Sie Freiwillige von der Warteliste nehmen können."
emails,reopenedRequest,Wiedereröffnet - Zusätzliche Informationen benötigt
emails,reopenedRequest1,"Ihr Antrag,"
emails,reopenedRequest2,", wurde wiedereröffnet, weil zusätzliche Informationen benötigt werden. Bitte überprüfen Sie unten, was benötigt wird:"
emails,request,Antrag:
emails,requestReceived,Antrag erhalten
emails,requestsDueSubject,Antragsdeadline läuft ab
emails,requestsDue1,"Wir möchten Ihnen mitteilen, dass die Deadline für "
emails,requestsDue2,"bald abläuft. Bitte stellen Sie sicher, dass Sie"
emails,requestsDue3,und Ihren Antrag abschließen bis
emails,requestsDue4,"Falls Sie Ihre Bewerbung nicht rechtzeitig abschließen, wird diese als unvollständig markiert und Sie werden für den Zuschuss nicht berücksichtigt."
emails,reviewsDueSubject,"Anträge, die Ihnen zur Prüfung zugewiesen wurden"
emails,reviewsDue,"Sie haben Anträge, die Ihnen zur Prüfung zugewiesen wurden, die unvollständig sind. Bitte schließen Sie diese Prüfungen so schnell wie möglich ab, damit wir eine informierte Entscheidung über diese Anträge treffen können."
emails,s_promptSearchProjects,Nach Projekten suchen
emails,sendEmployeeProjectInvitationSubject,Einladung zur Teilnahme an
emails,sendGroupAcceptanceMessageSubject,Gruppeneinladung akzeptiert
emails,sendGroupRequest1,möchte der Gruppe beitreten
emails,sendGroupRequestSubject,Anfrage zum Beitritt
emails,sendGroupInvitation1,"hat Sie eingeladen, der Gruppe beizutreten"
emails,sendGroupInvitationSubject,Einladung zum Beitritt:
emails,sendGuestProjectInvite1,Sie wurden eingeladen von
emails,sendGuestProjectInvite2,sich freiwillig zu melden für
emails,sendGuestProjectInvite3,"Bitte sehen Sie sich die Projektdetails unten an und fügen Sie diese Informationen Ihrem Kalender hinzu. Wir freuen uns, mit Ihnen in unserer Gemeinde zu arbeiten! Sie können"
emails,sendGuestProjectInvite4,diese Einladung hier akzeptieren oder ablehnen
emails,sendGuestProjectInvite5,Freiwilligenprojekt
emails,sendGuestProjectInvite6,Projekt-Leiter
emails,sendGuestProjectInvite7,Projekt-Anfangsdatum
emails,sendGuestProjectInvite8,Freiwilligenprojekt
emails,sendGuestProjectInviteSubject,Einladung zur Teilnahme an
emails,sendGuestProjectAutoRegInvitation1,"Bitte überprüfen Sie unten die Projektdetails und fügen Sie diese Informationen Ihrem Kalender hinzu. Wir freuen uns darauf, mit Ihnen in unserer Gemeinde zu arbeiten! Falls Sie nicht teilnehmen können, können Sie sich"
emails,sendGuestProjectAutoRegInvitation2,abmelden
emails,sendGuestProjectAutoRegInvitation3,von diesem Projekt
emails,sendProjectCancellationMessageSubject,wurde abgesagt
emails,sendProjectCancellationMessage1,wurde vom Koordinator abgesagt.
emails,sendProjectSpaceAvailableSubject,Freiwillige auf der Warteliste registrieren
emails,suggestedProjectRecievedSubject,Projektvorschlag erhalten
emails,sendProjectRegistrationMessage1,Ihre Registrierung wurde bestätigt! Bitte sehen Sie unten nach und überprüfen Sie
emails,sendProjectRegistrationMessageSubject,Registrierung bestätigt
emails,sendProjectWaitlistMessage1,"Danke, dass Sie sich registriert haben für die Teilnahme an"
emails,sendProjectWaitlistMessage2,"Leider sind keine Plätze mehr verfügbar. Sie wurden jedoch auf die Warteliste gesetzt. Falls ein Platz frei wird, werden Sie vom Projektleiter dem Projekt hinzugefügt. Falls Sie als Teilnehmer bestätigt werden, erhalten Sie eine E-Mail. Danke, dass Sie helfen, Ihre lokale Gemeinde besser zu machen."
emails,sendProjectWaitlistRemoval1,Ein Platz wurde frei bei dem
emails,sendProjectWaitlistRemoval2,Freiwilligenprojekt und Sie wurden von der Warteliste ausgewählt. Bitte sehen Sie sich unten die Projektdetails an und besuchen Sie die
emails,sendProjectWaitlistRemoval3,Freiwilligenseite
emails,sendProjectWaitlistRemoval4,", um weitere Informationen über Ihr Freiwilligenprojekt zu erhalten!"
emails,sendProjectWaitlistRemoval5,"Programm erhalten haben. Danke, dass Sie diese Informationen rechtzeitig eingereicht haben."
emails,sincerely,Mit freundlichen Grüßen
emails,spaceAvailabe,"Ein Projekt, das Sie koordinieren, hat einen verfügbaren Platz"
emails,spaceAvailable1,"Danke, dass Sie sich die Zeit nehmen, um das"
emails,spaceAvailable2,"Projekt zu koordinieren! In Ihrem Projekt wurde wegen der Absage eines Freiwilligen ein Platz frei. Sie haben Freiwillige auf einer Warteliste für Ihr Projekt, also besuchen Sie bitte die Angestellten-Freiwilligen-Webseite unter"
emails,spaceAvailable3,", um Ihre Freiwilligen zu verwalten."
emails,submittedLOI1,"Danke, dass Sie eine Absichtserklärung an den"
emails,submittedLOI2,"Zuschuss eingereicht haben. Wir werden diesen Antrag prüfen und Sie über den Status benachrichtigen. Zögern Sie nicht, uns jederzeit mit Fragen zu kontaktieren."
emails,submittedRequest1,"Danke, dass Sie Ihren Antrag an"
emails,submittedRequest2,für den
emails,submittedRequest3,"Zuschuss eingereicht haben. Wir werden Ihren Antrag prüfen und Sie über den Status benachrichtigen. Zögern Sie nicht, uns jederzeit mit Fragen zu kontaktieren."
emails,suggestedProject1,"Danke, dass Sie ein neues Freiwilligenprojekt vorgeschlagen haben! Ihr Projekt"
emails,suggestedProject2,wartet auf Prüfung und Genehmigung. Wir werden Sie bald über den Status benachrichtigen.
emails,thankYou1,"Danke,"
emails,thankYouForMakingADifference,"Danke, dass Sie unsere Gemeinde verbessern!"
emails,thankYouForSubmitting,"Danke, dass Sie einen Freiwilligen-Zuschussantrag einreichen im Namen von"
emails,thankYouForSubmittingBoard,"Danke, dass Sie einen Kommissionszuschussantrag einreichen im Namen von"
emails,thankYouCoord,Danke für's Koordinieren!
emails,thankCoordinator1,"Danke, dass Sie sich die Zeit nehmen, um das"
emails,thankCoordinator2,"Projekt zu koordinieren! Bitte vergessen Sie nicht, die Angestellten-Freiwilligen-Webseite zu besuchen, wo Sie Ihre Freiwilligen-Stunden aufzeichnen sowie die Stunden der anderen Freiwilligen eintragen können, die an dem Projekt teilgenommen haben."
emails,toProjectPage,Zur Projektseite gehen
emails,verify_email_subject,Willkommen zu
emails,viewRequest,Antrag ansehen
emails,volunteerGrantDeclined1,Liebe/r
emails,volunteerGrantDeclined2,danke für das Einreichen eines
emails,volunteerGrantDeclined3,Zuschussantrags im Namen von
emails,volunteerGrantDeclined4,in Höhe von
emails,volunteerGrantDeclined5,Leider haben wir Ihren
emails,volunteerGrantDeclined6,Zuschussantrag abgelehnt.
emails,volunteerGrantDeclined7,"Falls Sie weitere Fragen haben, kontaktieren Sie uns bitte. Danke, dass Sie mit Ihrer wertvollen Zeit unserer Gemeinde dienen!"
emails,volunteerGrantDeclined8,"Danke,"
emails,volunteerGrantDeclinedSubject,Zuschuss abgelehnt
emails,volEligibilitySub,Freiwilligen-Zuschuss-Berechtigung
emails,volEligibility1,"Sie könnten berechtigt sein, sich für einen Freiwilligenzuschuss zu bewerben, basieren auf Ihrer Freiwilligenzeit mit"
emails,volEligibility2,Sie können sich für den Zuschuss jederzeit im Angestelltenportal vor Ende des Steuerjahres bewerben.
emails,volEligibility3,"Danke, dass Sie mit Ihrer wertvollen Zeit unserer Gemeinde dienen!"
emails,volGrantAccepted1,danke für das Einreichen eines
emails,volGrantAccepted2,Zuschussantrags im Namen von
emails,volGrantAccepted3,in Höhe von
emails,volGrantAccepted4,Wir haben Ihre
emails,volGrantAccepted5,Zuschussantrag genehmigt und werden das Geld in Ihrem Namen an
emails,volGrantAccepted6,"auszahlen. Danke, dass Sie mit Ihrer wertvollen Zeit unserer Gemeinde dienen!"
emails,volHoursConfirmSub,"Danke, dass Sie freiwillig arbeiten"
emails,volHoursConfirm1,"Danke, dass Sie als Freiwilliger tätig waren für"
emails,volHoursConfirm2,für
emails,volHoursConfirm3,Stunden. Wir schätzen Ihre harte Arbeit und den Einsatz in unserer Gemeinde.
emails,yourRequestTo,Ihr Antrag an
emails,accountCreated,"Es wurde für Sie ein Konto erstellt, um Förderanträge zu prüfen."
emails,accountCreated2,"Klicken Sie unten auf den Link, um sich anzumelden."
emails,addedBy,Sie wurden hinzugefügt von
emails,applicant,Bewerber:
emails,assignment,Aufgabe
emails,clickToLearn,"Klicken, um mehr zu erfahren"
emails,donationTY26,Registrierungs-ID: 46-0942102
emails,employeeApplicant,Mitarbeiter-Bewerber:
emails,invitationToParticipate1,"Sie wurden eingeladen, um teilzunehmen an"
emails,invitationToParticipateSubject,Einladung zur Teilnahme an dem
emails,inviteApplicant2,"-Programm. Klicken Sie unten auf den Link, um sich bei unserem Portal anzumelden und das Programm anzusehen. Wenn Sie sich angemeldet haben, können Sie den Antragsprozess beginnen, indem Sie auf ""Bewerben"" klicken. "
emails,inviteApplicant3,"Sie werden aufgefordert, einen Zugangscode einzugeben, der unten angezeigt wird, um den Prozess fortzusetzen. "
emails,inviteApplicant4,"möchte Sie einladen, sich für eine Förderung zu bewerben. Bitte melden Sie sich beim Portal an, indem Sie den unten stehenden Link verwenden und sich unsere verfügbaren Programme ansehen."
emails,inviteApplicantCustom,''
emails,location,Standort
emails,loginOnly,Login
emails,loginToLearnMore,"Beim Mitarbeiterportal anmelden, um mehr über diese spannende Möglichkeit zu erfahren"
emails,matchRejctedSubject,Anpassungsanfrage abgelehnt
emails,matchRejected3,wurde abgelehnt
emails,maxParticipants1,"Super! Ihr Freiwilligenprojekt, "
emails,notifyReviewer4,Bitte prüfen Sie diesen Antrag von
emails,password,Passwort:
emails,projectStarting2,", soll planmäßig beginnen am"
emails,projectStartVol,"Ein Freiwilligenprojekt, für das Sie sich gemeldet haben, beginnt bald …"
emails,projectStartVol1,"Das Freiwilligenprojekt, "
emails,projectStartVol2,soll planmäßig beginnen am
emails,projectStartVol3,". Bitte stellen Sie sicher, dass Sie sich alles angesehen haben, was für das Projekt notwendig ist und dass Sie sich vorbereitet haben."
emails,sendEmployeeProjectAutoRegSubject,Als Freiwilliger hinzugefügt für
emails,suggestedProject1,"Danke, dass Sie ein neues Freiwilligenprojekt vorgeschlagen haben! Ihr Projekt, "
emails,suggestedProject2,", wartet darauf, überprüft und genehmigt zu werden. Wir werden Sie bald über den Status benachrichtigen. "
emails,thankYouForSubmitting,"Danke, dass Sie einen Freiwilligen-Förderantrag eingereicht haben, im Namen von"
emails,thankYouForSubmittingBoard,"Danke, dass Sie einen Gremiumsförderantrag eingereicht haben, im Namen von"
emails,time,Zeit
emails,volGrantAccepted2,Förderantrag im Namen von
emails,volGrantAccepted5,Förderantrag und ich werde das Geld auszahlen an
emails,volHoursConfirm1,"Danke, dass Sie freiwillig arbeiten für "
emails,welcome,Willkommen
emails,welcomeApplicant1,Für Sie wurde ein neues Konto erstellt in dem
emails,welcomeApplicant2,"Förderantragportal. Um sich anzumelden, besuchen Sie bitte "
emails,welcomeApplicant3,"und melden sich an, indem Sie Ihre E-Mail-Adresse verwenden. "
emails,welcomeApplicant4,Ihr temporäres Passwort lautet:
emails,welcomeReviewer,Willkommen Prüfer
feeds,ifYouWouldLikeToSearch,"Wenn Sie nach einer anderen Organisation suchen oder einem Mitarbeiter folgen möchten, klicken Sie bitte auf den entsprechenden Button weiter unten, um damit zu beginnen."
feeds,shareThoughts,Teilen Sie Ihre Gedanken ...
feeds,feedPromptGroup,Teilen Sie Ihre Gedanken ...
feeds,feedPromptNonprofit,Teilen Sie Ihre Gedanken ...
feeds,feedPromptProgram,Teilen Sie Ihre Gedanken ...
feeds,feedPromptProject,Teilen Sie Ihre Gedanken ...
feeds,filterAll,Alle
feeds,filterCompany,Firmen
feeds,filterCoworker,Mitarbeiter
feeds,filterCharity,Wohltätigkeitsorganisationen
feeds,filterProgram,Programme
feeds,filterProject,Projekte
feeds,filterGroup,Gruppen
feeds,me,Mich
feeds,msgYouAreNoLongerFollowing,Sie folgen {0} nicht mehr
feeds,msgYouAreNowFollowing,Sie folgen jetzt {0}
feeds,msgErrUnableToFollow,"Leider nicht möglich, derzeit {0} zu folgen"
feeds,msgErrUnableToUnFollow,Leider können sie {0} zu folgen nicht annullieren
feeds,msgNotFollowingAnyone,"Hier sehen Sie eine Liste der Leute, Organisationen, Programme, Projekte und Gruppen, denen Sie folgen. Wählen Sie eine der Optionen weiter unten, um eine Organisation oder einen Mitarbeiter zu finden, dann klicken Sie auf Folgen. Besuchen sie die Freiwilligen-Seite, um einen Freiwilligen-Projekt zu folgen oder gehen sie zu der Spenden-Seite, um einem Spenden-Programm zu folgen. Richten Sie auf Ihrer Benutzer-Profil-Seite eine Gruppe ein, sodass Sie und andere Gruppenmitglieder den Aktivitäten der Gruppe folgen können."
feeds,postYourComment,Senden Sie Ihren Kommentar ein
feeds,ifYouWouldLikeToSearch,"Wenn Sie nach anderen Organisationen oder Mitarbeitern zum Folgen suchen möchten, klicken Sie bitte unten auf den entsprechenden Button, um anzufangen."
feeds,feedError,Fehler beim Laden des Feeds.
