area,key,nl-NL
emails,applicationProcessing,We zijn bezig met de beoordeling van de aanvraag en u zult een melding ontvangen wanneer er een beslissing is genomen. U kunt ook op elk gewenst moment de status van uw aanvraag bekijken in de medewerkersportal. Dank u voor uw kostbare tijd die u in dienst heeft gesteld van onze community!
emails,approvedLOI1,Gefeliciteerd! Uw aanvraag voor de intentieverklaring is goedgekeurd voor het
emails,approvedLOI2,programma. Bezoek onze kandidaat
emails,approvedLOI3,vóór het verstrijken van de deadline voor het indienen van het verzoek van
emails,approvedLOI4,voor het invullen en indienen van uw volledige aanvraag.
emails,approvedLOI5,"Als u op enig moment tijdens de aanvraagprocedure nog vragen heeft, neem dan gerust contact met ons op op het onderstaande adres."
emails,awardedOn,toegewezen op
emails,awardRequest1,"We zijn blij om u te informeren dat de volgende aanvraag,"
emails,awardRequest2,is goedgekeurd voor de
emails,awardRequest3,subsidie voor het bedrag van
emails,awardRequest4,. Ga vervolgens verder naar onze portal om uw toewijzing te accepteren en de subsidieovereenkomst te downloaden. Wij zullen daarna verdere stappen bekendmaken.
emails,confirmNewOrgRequest1,Dank u voor u suggereren
emails,confirmNewOrgRequest2,worden toegevoegd aan onze database op DonateWell. Zij zullen in contact worden
emails,confirmNewOrgRequest3,met de volgende stappen
emails,confirmNewOrgRequestSubject,Organisatieverzoeken bevestigd
emails,declinedLOI1,Hartelijk dank voor het indienen van uw intentieverklaring voor de
emails,declinedLOI2,subsidie. Wij vinden het vervelend om u te moeten informeren dat u niet bent goedgekeurd om een ​​volledige aanvraag in te dienen voor het volgende verzoek:
emails,declinedLOI3,We raden u aan onze richtlijnen omtrent het subsidieprogramma te lezen en
emails,declinedLOI4,opnieuw een aanvraag in te dienen
emails,declinedLOI5,"in de toekomst. Mocht u nog vragen hebben, aarzel dan niet om contact met ons op te nemen op het onderstaande adres."
emails,declinedRequest1,"Wij vinden het vervelend om u te moeten informeren dat wij uw verzoek niet kunnen financieren,"
emails,declinedRequest2,voor de
emails,declinedRequest3,subsidie op dit moment. Aarzel niet om contact met ons op te nemen met eventuele vragen. Wij waarderen uw steun voor uw lokale community.
emails,donationTY1,Dank u voor uw
emails,donationTY2,geadviseerde donatie aan
emails,donationTY3,Uw bijdrage maakt de
emails,donationTY4,gevende community sterk
emails,donationTY5,Donatieontvangst
emails,donationTY6,Naam donateur:
emails,donationTY7,Charitatief donatiebedrag:
emails,donationTY8,Donateur geadviseerde sponsor:
emails,donationTY9,DonateWell
emails,donationTY10,Geadviseerde donatieorganisatie:
emails,donationTY11,Organisatieadres:
emails,donationTY12,Geadviseerd donatiebedrag:
emails,donationTY13,Uw donatie van
emails,donationTY14,is verwerkt door DonateWell en werd aangeraden ten behoeve van
emails,donationTY15,DonateWell zal deze gelden toekennen als een donatie aan
emails,donationTY16,Ga naar onze Algemene voorwaarden voor meer informatie.
emails,donationTY17,De IRS vereist dat u deze brief bewaart als een ontvangstbewijs om uw charitatieve gift te onderbouwen.
emails,donationTY18,"In overeenstemming met de IRS eisen voor charitatieve bijdragen, erkent DonateWell dat er geen goederen of diensten, of quid pro quo voordelen (materiële of immateriële) door DonateWell met inachtneming van uw charitatieve geschenk (s) aan u werden verstrekt."
emails,donationTY19,U ontvangt deze transactionele e-mail als een ontvangstbericht van uw donatie via
emails,donationTY20,en Good Done Great.
emails,donationTY21,"Als u vragen heeft of hulp nodig heeft, bezoek dan onze klantenservice."
emails,donationTY22,Opmerking: Dit e-mailbericht is verzonden vanaf een adres dat geen inkomende e-mail kan accepteren. Gelieve niet te reageren op dit bericht.
emails,donationTY23,Opmerking: dat de IRS vereist dat u deze brief bewaart als een ontvangstbewijs om uw charitatieve gift te onderbouwen.
emails,donationTY24,Donate Well
emails,donationTY25,Datum van donatie:
emails,donationTY26,EIN:46-0942102
emails,donationTY27,1127 Broadway Suite 102
emails,donationTY28,"Tacoma, WA 98402"
emails,donationTYSubject,Dank u voor uw online donatie
emails,forgot_pwd_subject,Verzoek om het wachtwoord voor Good Done Great te resetten
emails,forThe,voor de
emails,grant,subsidie
emails,grantSubmittedSubtext1,Bestuurssubsidie ingediend
emails,grantSubmittedSubtext2,Vrijwilligerssubsidie Ingediend
emails,grantAccepted,Subsidie geaccepteerd
emails,grantProgram,Subsidieprogramma:
emails,hello,Hallo
emails,incomplete,onvolledig
emails,incompleteRequest1,"Uw aanvraag,"
emails,incompleteRequest2,was niet compleet en ingediend bij het sluiten van
emails,incompleteRequest3,. Overweeg het indienen tijdens onze volgende cyclus voor dit programma. Neem op elk gewenst moment gerust contact met ons op als u vragen heeft.
emails,invitationToCollaborate1,U bent uitgenodigd door {sender} om samen te werken aan een subsidie​​aanvraag voor {npoName} voor het subsidieprogramma van {programName}.
emails,invitationToCollaborate2,"De aanvraag alleen kan slechts door één persoon tegelijk worden gewijzigd. Als meer dan één persoon op hetzelfde moment de aanvraag probeert te bewerken, loopt u risico gegevens te verliezen"
emails,invitationToCollaborate3,U kunt de aanvraag op de volgende url bekijken en bewerken:
emails,invitationToCollaborateSubject,Uitnodiging om samen te werken aan een subsidieaanvraag
emails,inviteApplicant,Uitnodiging om een aanvraag in te dienen:
emails,inviteApplicant1,zou u graag uitnodigen om een aanvraag in te dienen voor het
emails,inviteApplicant2,"programma. Klik op de onderstaande link om in te loggen op onze portal en het programma te bekijken. Zodra u bent ingelogd, start u de aanvraagprocedure  door te klikken op 'Aanvragen'. Er zal u worden gevraagd om onderstaande toegangscode in te voeren om door te gaan met het proces."
emails,inTHeAmountOf,voor het bedrag van $
emails,justLogin,aanmelden
emails,leader,Leider(s)
emails,letterOfIntent1,Dank u voor het indienen van een intentieverklaring voor de
emails,letterOfIntent2,voor de
emails,letterOfIntentRecieved,Intentieverklaring ontvangen
emails,loiDueSubject,Deadline voor de intentieverklaring nadert
emails,loiDue1,Deze e-mail is om u te melden dat de indieningstermijn voor de intentieverklaring voor
emails,loiDue2,nadert. Zorg ervoor dat u
emails,loiDue3,en vul uw intentieverklaring in voor
emails,loiDue4,"Als u uw intentieverklaring niet op tijd invoelt, zal uw intentieverklaring worden gemarkeerd als onvolledig en zult u niet in aanmerking komen voor een subsidie."
emails,loiApprovedSubject,Intentieverklaring goedgekeurd
emails,loiSubmittedSubject,Intentieverklaring ontvangen
emails,loiDeclinedSubject,Intentieverklaring afgewezen
emails,login,Aanmelden:
emails,matchApproved1,Uw bijlegverzoek voor $
emails,matchApproved2,voor de organisatie
emails,matchApproved3,is goedgekeurd en de betaling is gepland
emails,matchApprovedSubject,Bijlegverzoek goedgekeurd
emails,matchFulfilled1,Uw bijlegbetaling van het bedrag van
emails,matchFulfilled2,is voldaan voor
emails,matchFulfilledSubject,Bijlegbetaling vervuld
emails,matchRejected1,Uw bijlegverzoek van $
emails,matchRejected2,voor
emails,matchRejected3,is afgewezen
emails,matchRejctedSubject,Bijlegverzoek afgewezen
emails,maxParticipants1,Goed gedaan! Uw vrijwilligersproject
emails,maxParticipants2,", beginnend op"
emails,maxParticipants3,heeft een toewijzing die het maximum aantal vrijwilligers heeft bereikt. Zorg ervoor dat u communiceert met uw vrijwilligers over de details van het project.
emails,name,Naam:
emails,notifyCoordinator,Projectcoördinator
emails,notifyCoordinator1,Dank u voor het coördineren van het vrijwilligersproject:
emails,notifyCoordinator2,. Log opnieuw in op de medewerkersportal om toegang te krijgen tot projectcoördinatortools voor dit project.
emails,notifyCoordinator3,Link naar de medewerkersportal:
emails,notifyReviewer,Beoordeling toegewezen
emails,notifyReviewer1,U bent toegewezen om de volgende aanvraag te beoordelen voor de
emails,notifyReviewer2,subsidie:
emails,notifyReviewer3,Log in op de portal via de onderstaande link om alle aanvragen te zien die aan u zijn toegewezen om te beoordelen.
emails,on,op
emails,onHoldRequest1,"Uw aanvraag,"
emails,onHoldRequest2,", is in de wacht gezet in het besluitvormingsproces voor de"
emails,onHoldRequest3,subsidie. We zullen binnenkort contact met u opnemen met meer informatie.
emails,organization,Organisatie:
emails,portal,portal
emails,progressDueSubject,Voortgangsrapport vervalt
emails,progressDue1,U heeft een voortgangsrapport die vervalt op
emails,progressDue2,Plan dat u uw voortgangsrapport invult en indient vóór
emails,progressPastDueSubject,Voortgangsrapport vervallen
emails,progressPastDue1,Uit onze gegevens blijkt dat uw voortgangsrapport voor
emails,progressPastDue2,die vervalt op
emails,progressPastDue3,nu is vervallen. We staan ​​te popelen om te horen over het succes van uw project/programma. Dien uw voortgangsrapport zo spoedig mogelijk in.
emails,progressRptSubmitted,Voortgangsrapport ontvangen
emails,progressRptSubmitted1,We hebben uw voortgangsrapport ontvangen dat u heeft ingediend op
emails,progressRptSubmitted2,rapportage over uw subsidie ​​toegekend op
emails,progressRptSubmitted3,programma. Dank u dat u deze informatie tijdig bij ons heeft ingediend.
emails,projectApproved,Aanbevolen project goedgekeurd
emails,projectApproved1,"Uw vrijwilligersproject,"
emails,projectApproved2,is goedgekeurd en geopend voor vrijwilligers om zich aan te melden voor! Ga naar de
emails,projectApproved3,"om uw opdrachten toe te voegen, nodigt u vrijwilligers uit en nog veel meer. U kunt deze site ook gebruiken om uw vrijwilligers te volgen, wachtlijsten te controleren en uren in te voeren voor de vrijwilligers die het evenement volgen."
emails,projectDate,Startdatum project
emails,projectDeclined,Voorgesteld project afgewezen
emails,projectDeclined1,"We vinden het vervelend om u te informeren dat uw project,"
emails,projectDeclined2,", niet is goedgekeurd. U zult aanvullende details met betrekking tot de details van de afwijzing van de programmabeheerder ontvangen. Bedankt voor uw interesse en wij moedigen u aan gebruik te blijven maken van de Werknemersvrijwilligerswebsite om in de toekomst meer projectsuggesties te maken."
emails,projectFull,Een project dat u coördineert is vol!
emails,projectStarting,Een project dat u coördineert begint binnenkort...
emails,projectStarting1,"Uw vrijwilligersproject,"
emails,projectStarting2,is gepland om te beginnen op
emails,projectStarting3,. Zorg ervoor dat u alles heeft beoordeeld wat nodig is voor het project en met de vrijwilligers heeft gecommuniceerd.
emails,projectWaitlist,Een project dat u coördineert heeft een wachtlijst
emails,projectWaitlist1,"Uw project,"
emails,projectWaitlist2,", beginnend op"
emails,projectWaitlist3,heeft de maximale capaciteit bereikt en heeft nu vrijwilligers op de wachtlijst staan. Bezoek de Werknemersvrijwilligerswebsite op
emails,projectWaitlist4,"om de vrijwilligers van uw project te managen. Wij zullen u informeren als er ruimte beschikbaar komt, zodat u vrijwilligers van de wachtlijst kunt halen."
emails,reopenedRequest,Heropend - Aanvullende informatie nodig
emails,reopenedRequest1,"Uw aanvraag,"
emails,reopenedRequest2,", is heropend omdat er aanvullende informatie nodig is. Beoordeel deze onderstaande behoeften:"
emails,request,Verzoek:
emails,requestReceived,Verzoek ontvangen
emails,requestsDueSubject,Aanvraag deadline nadert
emails,requestsDue1,Deze e-mail is om u te melden dat de indieningstermijn voor
emails,requestsDue2,nadert. Zorg ervoor dat u
emails,requestsDue3,en vul uw aanvraag in voor
emails,requestsDue4,"Als u uw aanvraag niet op tijd klaar heeft, zal uw aanvraag als onvolledig worden gemarkeerd en zult u niet in aanmerking komen voor een subsidie."
emails,reviewsDueSubject,Aanvragen toegewezen voor uw beoordeling
emails,reviewsDue,"U heeft verzoeken die zijn toegewezen om te beoordelen die onvolledig zijn. Vul deze beoordelingen zo snel mogelijk in, zodat we een weloverwogen beslissing kunnen nemen over de financiering van deze verzoeken."
emails,s_promptSearchProjects,Zoek projecten
emails,sendEmployeeProjectInvitationSubject,Uitnodiging om deel te nemen aan
emails,sendGroupAcceptanceMessageSubject,Groepsuitnodiging geaccepteerd
emails,sendGroupRequest1,heeft verzocht om met de groep mee te doen
emails,sendGroupRequestSubject,Verzoek om mee te doen
emails,sendGroupInvitation1,heeft u uitgenodigd om met de groep mee te doen
emails,sendGroupInvitationSubject,Uitnodiging om mee te doen
emails,sendGuestProjectInvite1,U bent uitgenodigd door
emails,sendGuestProjectInvite2,om vrijwilliger te worden voor de
emails,sendGuestProjectInvite3,Beoordeel onderstaande projectgegevens en voeg deze informatie toe aan uw agenda. We kijken ernaar uit om met u samen te werken in onze community! U kunt
emails,sendGuestProjectInvite4,deze uitnodiging hier accepteren of afwijzen
emails,sendGuestProjectInvite5,Vrijwilligersproject
emails,sendGuestProjectInvite6,Projectleider(s)
emails,sendGuestProjectInvite7,Startdatum project
emails,sendGuestProjectInvite8,Vrijwilligersproject
emails,sendGuestProjectInviteSubject,Uitnodiging om deel te nemen aan
emails,sendGuestProjectAutoRegInvitation1,"Beoordeel onderstaande projectgegevens en voeg deze informatie toe aan uw agenda. We kijken ernaar uit om met u samen te werken in onze community! Indien u verhinderd bent, kunt u"
emails,sendGuestProjectAutoRegInvitation2,zich afmelden
emails,sendGuestProjectAutoRegInvitation3,vor dit project
emails,sendProjectCancellationMessageSubject,is geannuleerd
emails,sendProjectCancellationMessage1,is geannuleerd door de coördinator.
emails,sendProjectSpaceAvailableSubject,Registreer vrijwilligers op de wachtlijst
emails,suggestedProjectRecievedSubject,Projectvoorstel ontvangen
emails,sendProjectRegistrationMessage1,Uw inschrijving is bevestigd! Zie hieronder en kom later terug naar de
emails,sendProjectRegistrationMessageSubject,Registratie bevestigd
emails,sendProjectWaitlistMessage1,Bedankt voor het registreren om deel te nemen aan
emails,sendProjectWaitlistMessage2,"Helaas is er niet langer ruimte beschikbaar. Op bent op een wachtlijst gezet. Maar als er een opening beschikbaar komt, zal u worden toegevoegd aan het project door de projectleider. Als u bevestigd bent als deelnemer, zal er een e-mail volgen. Dank u dat u een ​​verschil wilt maken in uw lokale community."
emails,sendProjectWaitlistRemoval1,Er is een plaats vrijgekomen bij het
emails,sendProjectWaitlistRemoval2,vrijwilligersproject en u bent geregistreerd bij de wachtlijst! Bekijk hieronder de projectgegevens en bezoek de
emails,sendProjectWaitlistRemoval3,Vrijwilligersite
emails,sendProjectWaitlistRemoval4,voor meer informatie over uw vrijwilligersproject!
emails,sendProjectWaitlistRemoval5,Programma
emails,sincerely,"Met vriendelijke groet,"
emails,spaceAvailabe,Een project dat u coördineert heeft ruimte beschikbaar
emails,spaceAvailable1,Dank u dat u de tijd heeft genomen voor het coördineren van het
emails,spaceAvailable2,"project! Er is ruimte beschikbaar gekomen in uw project als gevolg van een annulering van een van uw vrijwilligers. U heeft vrijwilligers op een wachtlijst voor uw project, de bezoek de Werknemersvrijwilligerswebsite bij"
emails,spaceAvailable3,om uw vrijwilligers te managen.
emails,submittedLOI1,Dank u voor het indienen van een intentieverklaring voor de
emails,submittedLOI2,subsidie. We zullen uw verzoek beoordelen en u op de hoogte brengen van de status. Neem op elk gewenst moment gerust contact met ons op als u vragen heeft.
emails,submittedRequest1,Dank u voor het indienen van een verzoek aan de
emails,submittedRequest2,voor de
emails,submittedRequest3,subsidie. We zullen uw verzoek beoordelen en u op de hoogte brengen van de status. Neem op elk gewenst moment gerust contact met ons op als u vragen heeft.
emails,suggestedProject1,Dank u voor het voorstellen van een nieuwe vrijwilligersproject! Uw project
emails,suggestedProject2,wacht op beoordeling en goedkeuring. Wij zullen u binnenkort de status melden.
emails,thankYou1,"Dank u,"
emails,thankYouForMakingADifference,Dank u dat u een verschil in onze community maakt!
emails,thankYouForSubmitting,Dank u voor het indienen van een vrijwilligerssubsidieaanvraag namens
emails,thankYouForSubmittingBoard,Dank u voor het indienen van een bestuurssubsidieaanvraag namens
emails,thankYouCoord,Dank u voor het coördineren!
emails,thankCoordinator1,Dank u voor de tijd voor het coördineren van het
emails,thankCoordinator2,project! Vergeet niet om de Werknemersvrijwilligerswebsite te bezoeken waar u uw uren vrijwilligerswerk kunt bijhouden en uren kunt aanmelden voor de andere vrijwilligers die deelnamen aan het project.
emails,toProjectPage,Ga naar de projectpagina
emails,verify_email_subject,Welkom bij
emails,viewRequest,Bekijk verzoek
emails,volunteerGrantDeclined1,Beste
emails,volunteerGrantDeclined2,Dank u voor het indienen van een
emails,volunteerGrantDeclined3,subsidieaanvraag namens
emails,volunteerGrantDeclined4,voor het bedrag van
emails,volunteerGrantDeclined5,Helaas hebben we uw
emails,volunteerGrantDeclined6,subsidieaanvraag afgewezen
emails,volunteerGrantDeclined7,"Als u nog vragen heeft, neem dan contact met ons op. Dank u voor uw kostbare tijd die u in dienst heeft gesteld van onze community!"
emails,volunteerGrantDeclined8,"Dank u,"
emails,volunteerGrantDeclinedSubject,Subsidieverzoek afgewezen
emails,volEligibilitySub,In aanmerking komen voor vrijwilligerssubsidie
emails,volEligibility1,U kunt in aanmerking komen voor een vrijwilligerssubsidie ​​op basis van uw vrijwilligerstijd met
emails,volEligibility2,U kunt op elk moment vóór het einde van het fiscale jaar een aanvraag indienen voor de subsidie​​(s) in de medewerkersportal.
emails,volEligibility3,Dank u voor uw kostbare tijd die u in dienst heeft gesteld van onze community!
emails,volGrantAccepted1,Dank u voor het indienen van een
emails,volGrantAccepted2,subsidieaanvraag namens
emails,volGrantAccepted3,voor het bedrag van
emails,volGrantAccepted4,We hebben uw
emails,volGrantAccepted5,subsidieaanvraag goedgekeurd en zullen de middelen uitbetalen aan
emails,volGrantAccepted6,namens u. Dank u voor uw kostbare tijd die u in dienst heeft gesteld van onze community!
emails,volHoursConfirmSub,Dank u voor uw vrijwilligerswerk
emails,volHoursConfirm1,Dank u voor uw vrijwilligerswerk voor
emails,volHoursConfirm2,voor
emails,volHoursConfirm3,uren. Wij waarderen uw harde werk en inzet voor onze community.
emails,yourRequestTo,Uw verzoek om
emails,accountCreated,Er is een account voor u aangemaakt om aanvragen voor toelagen te beoordelen.
emails,accountCreated2,Klik op de onderstaande link on in te loggen.
emails,addedBy,U bent toegevoegd door
emails,applicant,Aanvrager(s):
emails,assignment,Opdracht
emails,clickToLearn,Klik voor meer informatie
emails,donationTY26,Registratie-ID: 46-0942102
emails,employeeApplicant,Werknemer aanvrager(s):
emails,invitationToParticipate1,U bent uitgenodigd om deel te nemen aan
emails,invitationToParticipateSubject,Uitnodiging voor deelname aan
emails,inviteApplicant2,"programma. Klik op onderstaande link om in uw portaal in te loggen en het programma te bekijken. Zodra u ingelogd bent, begint u het aanvraagproces door op 'Aanvragen' te klikken."
emails,inviteApplicant3,Om het proces voort te zetten zal u om de onderstaande toegangscode worden gevraagd.
emails,inviteApplicant4,nodigt u uit om een toelage aan te vragen. Log in het portaal in met behulp van de onderstaande link en blader door onze beschikbare programma's.
emails,inviteApplicantCustom,''
emails,location,Locatie
emails,loginOnly,Login
emails,loginToLearnMore,Log in het werknemersportaal in voor meer informatie over deze opwindende mogelijkheid
emails,matchRejctedSubject,Verzoek voor matchen afgewezen
emails,matchRejected3,is afgewezen
emails,maxParticipants1,"Geweldig! Uw vrijwilligersproject,"
emails,notifyReviewer4,Beoordeel deze aanvraag per
emails,password,Wachtwoord:
emails,projectStarting2," , staat ingepland om te beginnen op"
emails,projectStartVol,Een vrijwilligersproject waaraan u meewerkt begint binnenkort…
emails,projectStartVol1,"Het vrijwilligersproject,"
emails,projectStartVol2,staat ingepland om te beginnen op
emails,projectStartVol3, . Zorg ervoor dat u alle benodigdheden voor het project hebt en dat u bent voorbereid.
emails,sendEmployeeProjectAutoRegSubject,Toegevoegd als vrijwilliger voor
emails,suggestedProject1,"Dank u voor uw suggestie voor een nieuw vrijwilligersproject! Uw project,"
emails,suggestedProject2,", wacht op beoordeling en goedkeuring. Wij zullen u binnenkort op de hoogte brengen over de status ervan."
emails,thankYouForSubmitting,Bedankt voor het indienen van een aanvraag voor een vrijwilligerstoelage namens
emails,thankYouForSubmittingBoard,Bedankt voor het indienen van een aanvraag van een bestuurstoelage namens
emails,time,Tijd
emails,volGrantAccepted2,Aanvraag voor toelage namens
emails,volGrantAccepted5,Aanvraag voor toelage en zal de fondsen uitbetalen aan
emails,volHoursConfirm1,Bedankt voor uw vrijwilligerswerk bij
emails,welcome,Welkom
emails,welcomeApplicant1,Er is een nieuw account voor u aangemaakt in het
emails,welcomeApplicant2,"portaal voor goedkeuring van toelagen. Om in te loggen, bezoek dan"
emails,welcomeApplicant3,En log in met uw e-mailadres.
emails,welcomeApplicant4,Uw tijdelijke wachtwoord is:
emails,welcomeReviewer,Welkom beoordelaar
feeds,ifYouWouldLikeToSearch,"Als u naar andere organisaties om te volgen zoekt, klik dan eerst op de van toepassing zijnde knop hieronder."
feeds,shareThoughts,Deel uw meningÉ
feeds,feedPromptGroup,Deel uw meningÉ
feeds,feedPromptNonprofit,Deel uw meningÉ
feeds,feedPromptProgram,Deel uw meningÉ
feeds,feedPromptProject,Deel uw meningÉ
feeds,filterAll,Alle
feeds,filterCompany,Bedrijven
feeds,filterCoworker,Collega's
feeds,filterCharity,Liefdadigheidsinstellingen
feeds,filterProgram,Programma's
feeds,filterProject,Projecten
feeds,filterGroup,Groepen
feeds,me,Mijzelf
feeds,msgYouAreNoLongerFollowing,U volgt {0} niet langer
feeds,msgYouAreNowFollowing,U volgt nu {0}
feeds,msgErrUnableToFollow,Het is momenteel niet mogelijk om {0} te volgen
feeds,msgErrUnableToUnFollow,Het is momenteel niet mogelijk om {0} te ontvolgen
feeds,msgNotFollowingAnyone,"Hier zult u een lijst met mensen, organisaties, programma's, projecten en groepen zien die u aan het volgen bent. Kies een van de opties hieronder om een organisatie of collega te vinden en klik dan op Volgen. Bezoek de vrijwilligerspagina om een vrijwilligersproject te volgen, of de geefpagina om een schenkingsprogramma te volgen. Maak een groep aan op uw gebruikersprofielpagina zodat u en andere groepsleden de activiteiten van die groep kunnen volgen."
feeds,postYourComment,Plaats uw reactie
feeds,ifYouWouldLikeToSearch,"Als u wilt zoeken naar andere organisaties of collega's wilt volgen, klik dan op de juiste knop hieronder om aan de slag te gaan."
feeds,feedError,Fout bij het laden van de feed.
feeds,msgNotFollowingAnyone,"Hier zult u een lijst zien met personen, organisaties, programma's, projecten en groepen die u aan het volgen bent. Kies een van de onderstaande mogelijkheden om een organisatie of collega te vinden, en klik daarna op Volgen. Bezoek de vrijwilligerspagina om een vrijwilligersproject te volgen, of de pagina Geven om een geefprogramma te volgen. Maak een groep aan op uw gebruikersprofielpagina zodat u en andere groepsleden de activiteiten van die groep kunnen volgen."
goals,createNew,Stel een nieuw doel
goals,iWantTo,Ik wil graag
goals,in,in
goals,progress,Voortgang
goals,currentGoals,Huidige doelen
goals,goal,Doel
group,acceptInvite,Uitnodiging aanvaarden
group,allCoworkers,Alle collega's
group,allGroups,Alle groepen
group,approve,Goedkeuren
group,cancelInvitation,Uitnodiging annuleren
group,createGroup,Groep aanmaken
group,declineInvite,Uitnodiging afwijzen
group,groupAdmin,Groepsbeheerder:
group,groupDescription,Omschrijving groep
group,groupMessage,Groepsbericht
group,groupName,Groepsnaam
group,groupsNotExist,Groepen bestaan niet
group,invitations,Uitnodigingen
group,invite,Uitnodigen
group,inviteGroupMembers,Groepsleden uitnodigen
group,inviteMembers,Leden uitnodigen
group,leaveGroup,Groep verlaten
group,members,Leden
group,membershipRequests,Lidmaatschapsverzoeken
group,messageMessage,Bericht
group,messageSend,Bericht versturen
group,messageSubject,Onderwerp
group,myGroups,Mijn groepen
group,newGroup,Nieuwe groep
group,newGroupMessage,Nieuw groepsbericht
group,noCoworkers,Uw zoekopdracht heeft 0 resultaten.
group,noInvitations,Er zijn momenteel geen uitnodigingen.
group,noPending,Selecteer 'Vind collega's' om collega's te zoeken die u voor uw groep kunt uitnodigen.
group,participating,Participerend
group,noRequests,Er zijn momenteel geen lidmaatschapsverzoeken.
group,pendingInvitations,Conceptuitnodigingen
group,reject,Afwijzen
group,requestInvitation,Uitnodiging verzoeken
group,sendInvitations,Uitnodigingen versturen
group,getYourGroupInvolved,Laat uw groep meedoen!
group,groupNoGivingMessage,"Uw groep is nog niet erg actief. Terwijl ze doneren en vrijwilligerswerk doen, kunt u beknopte informatie bekijken over elk programma wat ze steunen."
group,changedStatus,Groepsstatus gewijzigd in:
group,createGroup,Maak groep aan
group,groupStatus,Groepsstatus
group,set,Instellen
group,acceptRequest,Verzoek accepteren
group,addAdmin,Beheerdersstatus toevoegen
group,changeMemberStatus,Status wijzigen
group,createGroup,Groep aanmaken
group,editMember,Groepslid bewerken
group,member,Lid
group,memberInfo,Ledeninformatie
group,percentParticipating,Deelnamepercentage
group,removeAdmin,Beheerdersstatus verwijderen
group,sendInvitation,Uitnodiging versturen
home,search,Zoeken
images,addAPhoto,Een foto toevoegen
images,addPhoto,Foto toevoegen
images,chooseAPhoto,Kies een foto
images,chooseADifferentPhoto,Kies een andere foto
images,cropPhoto,Bijsnijden
images,deletePhoto,Foto verwijderen
images,enterATitleForThisImage,Voer een titel in voor deze afbeelding
images,loadingPhoto,Foto aan het ladenÉ
images,rotatePhoto,Roteren
impact,noGivingTitle,Volg uw impact!
impact,noGivingMessage,"U maakt impact, of u nu geld of uw tijd geeft bij het steunen van een organisatie. Terwijl u teruggeeft aan uw community, helpen wij u om uw persoonlijke bijdragen te volgen."
impact,noGivingGetStartedMessage,Begin met maken van impact!
impact,noGroupGivingTitle,Groepsgeven!
impact,noGroupGivingMessage,"Door het samenwerken met anderen kunt u nog meer impact maken met uw donaties. U behoort momenteel niet tot een actief donerende groep. Zodra u zich bij een groep voegt, kunt u de voortgang zien van uw groep over dit jaar, vorig jaar en over de levensduur van de groep."
impact,noGroupGivingLastYearMessage,Er is geen groepgeefinformatie over vorig jaar
impact,yourTotalImpact,Uw totale impact
impact,lifetime,Gehele levenduur
impact,lastYear,Vorig jaar
impact,noGivingLastYearMessage,U heeft geen geefinformatie over vorig jaar
language,chinese,Chinees
language,dutch,Nederlands
language,english,Engels
language,french,Frans
language,german,Duits
language,italian,Italiaans
language,portuguese,Portugees
language,spanish,Spaans
language,englishCA,Engels (Canada)
language,englishUK,Engels (VK)
language,frenchCA,Frans (Canada)
manage,2013,2013
manage,2014,2014
manage,2015,2015
manage,approved,Goedgekeurd
manage,awarded,Toegekend
manage,awards,Toekenningen
manage,clickToUploadAgreement,Klik hier om een overeenkomst te uploaden
manage,congratsMessage,Gefeliciteerd! Er is u het volgende toegekend: een
manage,congratsMessage2,Subsidie!
manage,congratulationsString,Gefeliciteerd met uw toekenning. Om een betaling te ontvangen dient u eerst de subsidieovereenkomst te downloaden en in te vullen
manage,date,Datum
manage,decided,Besloten
manage,draft,Concept
manage,grant,Subsidie
manage,grantProgram,Subsidieprogramma
manage,grantAgreement,Uw overeenkomst al gedownload en ingevuld? Upload deze hier om in te dienen:
manage,program,Programma
manage,incomplete,Onvolledig
manage,inReview,Ter beoordeling
manage,loi,Intentieverklaring
manage,loiDeclined,Intentieverklaring afgewezen
manage,loiSubmitted,Intentieverklaring ingediend
manage,nonprofit,Organisatie
manage,organization,Organisatie
manage,progressMessage,Een voortgangsverslag moet worden ingediend op
manage,reopened,Opnieuw geopend
manage,requests,Verzoeken
manage,sponsor,Sponsor
manage,startReport,Verslag beginnen
manage,status,Status
manage,submit,Indienen
manage,thisYear,Dit jaar
manage,type,Soort
manage,volunteer,Vrijwilliger
manage,2016,2016
manage,2017,2017
manage,2018,2018
manage,2019,2019
manage,abandoned,Opgeven
manage,accept,Accepteren
manage,acceptAward,Accepteer toewijzing
manage,agreementText,"Ik heb bovengenoemd document gelezen, ga hiermee akkoord en bevestig dat de gegevens over mijn organisatie correct zijn."
manage,agreementText2,Ik bevestig dat de gegevens over mijn organisatie correct zijn.
manage,awardAgreement,Toewijzingsovereenkomst
manage,awardDate,Toewijzingsdatum
manage,awardInformation,Toewijzingsinformatie
manage,awardMessage,Gefeliciteerd! Er is u een … toegewezen
manage,budgets,Budgetten
manage,clickToUploadAgreement,Upload voltooide overeenkomst
manage,congratsMessageAward,Gefeliciteerd met uw toewijzing van
manage,congratsString,Gefeliciteerd met uw toewijzing!
manage,congratulationsString,"Om te kunnen betalen, leest en erkent u de overeenkomst en controleert u de informatie over uw organisatie hieronder. Er kunnen aanvullende eisen gelden die direct met u zal worden gecommuniceerd."
