area,key,fr-FR
emails,confirmNewOrgRequest3,avec les étapes suivantes
emails,confirmNewOrgRequestSubject,Demande d'organisation confirmée
emails,declinedLOI1,Merci d'avoir soumis votre lettre d'intention pour la subvention
emails,declinedLOI2,. Nous sommes au regret de vous informer que vous n'avez pas été retenu pour soumettre une demande complète pour :
emails,declinedLOI3,Nous vous encourageons à lire les directives de notre programme de subvention et à
emails,declinedLOI4,postuler de nouveau
emails,declinedLOI5,"plus tard. Si vous avez des questions, n'hésitez pas à nous contacter à l'adresse ci-dessous."
emails,declinedRequest1,Nous sommes au regret de vous informer que nous n'avons pas pu financer votre demande
emails,declinedRequest2,pour la subvention
emails,declinedRequest3,cette fois-ci. N'hésitez pas à nous contacter si vous avez des questions. Nous apprécions le soutien que vous apportez à votre communauté locale.
emails,donationTY1,Merci de votre
emails,donationTY2,donation avisée à
emails,donationTY3,Votre contribution rend la
emails,donationTY4,communauté des donateurs plus forte
emails,donationTY5,Reçu de donation
emails,donationTY6,Nom du donateur :
emails,donationTY7,Montant du don de bienfaisance :
emails,donationTY8,Promoteur du fonds conseillé pour le donateur
emails,donationTY9,DonateWell
emails,donationTY10,Organisation de donation conseillée :
emails,donationTY11,Adresse de l'organisation :
emails,donationTY12,Montant conseillé de la donation :
emails,donationTY13,Votre donation de
emails,donationTY14,a été traitée par DonateWell et a été conseillée au bénéfice de
emails,donationTY15,DonateWell attribuera ces fonds comme donation à
emails,donationTY16,"Pour plus d'informations, consultez nos Conditions générales."
emails,donationTY17,Veuillez noter que l'IRS demande à ce que vous conserviez cette lettre comme reçu pour prouver votre don de bienfaisance.
emails,donationTY18,"Conformément aux exigences de l'IRS pour les contributions de bienfaisance, DonateWell reconnaît ne vous avoir fourni aucun bien ou service, ou bénéfice de compensation (tangible ou intangible) pour votre don de bienfaisance."
emails,donationTY19,Vous recevez cet email de transaction en tant que reçu pour votre donation via
emails,donationTY20,et Good Done Great.
emails,donationTY21,"Pour toute question ou demande d'aide, consultez notre centre d'assistance."
emails,donationTY22,Veuillez noter : cet email a été envoyé depuis une adresse dédiée aux notifications qui n'accepte aucun email entrant. Ne répondez pas à ce message.
emails,donationTY23,Veuillez noter : l'IRS demande à ce que vous conserviez cette lettre comme reçu pour prouver votre don de bienfaisance.
emails,donationTY24,DonateWell
emails,donationTY25,Date de donation :
emails,donationTY26,Numéro d'identification de l'employeur : 46-0942102
emails,donationTY27,1127 Broadway Suite 102
emails,donationTY28,"Tacoma, WA 98402"
emails,donationTYSubject,Merci pour votre donation en ligne
emails,forgot_pwd_subject,Demande de réinitialisation du mot de passe Good Done Great
emails,forThe,pour la
emails,grant,subvention
emails,grantSubmittedSubtext1,Subvention du Conseil soumise
emails,grantSubmittedSubtext2,Subvention volontaire soumise
emails,grantAccepted,Subvention acceptée
emails,grantProgram,Programme de subvention
emails,hello,Bonjour
emails,incomplete,incomplet
emails,incompleteRequest1,"Votre demande,"
emails,incompleteRequest2,n'était pas complétée et soumise avant la clôture du
emails,incompleteRequest3,. Veuillez envisager de postuler à ce programme durant le prochain cycle. N'hésitez pas à nous contacter à tout moment si vous avez des questions.
emails,invitationToCollaborate1,Vous avez été invité par {sender} à collaborer à une demande de subvention pour {npoName} pour le programme de subvention {programName}.
emails,invitationToCollaborate2,"Veuillez noter que la demande ne peut être modifiée que par une seule personne à la fois. Si plus d'une personne tente de modifier la demande au même moment, vous risquez de perdre des données."
emails,invitationToCollaborate3,Vous pouvez consulter et modifier la demande sur l'url suivante :
emails,invitationToCollaborateSubject,Invitation à collaborer sur une demande de subvention
emails,inviteApplicant,Invitation à postuler :
emails,inviteApplicant1,voudrait vous inviter à postuler pour le programme
emails,inviteApplicant2,". Cliquez sur le lien ci-dessous pour vous connecter à notre portail et consulter le programme. Une fois connecté, lancez le processus de demande en cliquant sur ""Postuler"". On vous demandera alors le code d'accès ci-dessous pour poursuivre le processus."
emails,inTHeAmountOf,au montant de $
emails,justLogin,connexion
emails,leader,Dirigeant(s)
emails,letterOfIntent1,Merci d'avoir soumis une lettre d'intention au
emails,letterOfIntent2,pour le
emails,letterOfIntentRecieved,Lettre d'intention reçue
emails,loiDueSubject,Date limite de soumission de la lettre d'intention imminente
emails,loiDue1,Cet email vous est envoyer pour vous prévenir que la date limite de soumission de la lettre d'intention pour
emails,loiDue2,est imminente. Assurez-vous de
emails,loiDue3,et de terminer votre lettre d'intention avant
emails,loiDue4,"Si vous ne terminez pas votre lettre d'intention à temps, elle sera marquée comme incomplète et vous ne serez pas considéré pour une subvention."
emails,loiApprovedSubject,Lettre d'intention approuvée
emails,loiSubmittedSubject,Lettre d'intention reçue
emails,loiDeclinedSubject,Lettre d'intention refusée
emails,login,Connexion :
emails,matchApproved1,Votre demande de bonus de
emails,matchApproved2,$ pour l'organisation
emails,matchApproved3,a été approuvée et le paiement est prévu
emails,matchApprovedSubject,Demande de bonus approuvée
emails,matchFulfilled1,Le paiement de votre bonus d'un montant de
emails,matchFulfilled2,a été effectué pour
emails,matchFulfilledSubject,Paiement du bonus effectué
emails,matchRejected1,Votre demande de bonus de
emails,matchRejected2,$ pour
emails,matchRejected3,a été rejetée
emails,matchRejctedSubject,Demande de bonus rejetée
emails,maxParticipants1,C'est par là ! Votre projet de volontariat
emails,maxParticipants2,", qui débute le"
emails,maxParticipants3,comporte une mission ayant atteint le nombre maximum de volontaires. Assurez-vous de communiquer avec vos volontaires concernant les détails du projet.
emails,name,Nom :
emails,notifyCoordinator,Coordinateur de projet pour
emails,notifyCoordinator1,Merci de coordonner le projet de volontariat :
emails,notifyCoordinator2,. Veuillez vous reconnecter sur le portail des employés pour accéder aux outils de coordination pour ce projet.
emails,notifyCoordinator3,Lien vers le portail des employés :
emails,notifyReviewer,Examen attribué
emails,notifyReviewer1,Les demandes suivantes pour la subvention
emails,notifyReviewer2,vous ont été attribuées pour que vous les examiniez :
emails,notifyReviewer3,Veuillez vous connecter sur le portail en suivant le lien ci-dessous pour consulter toutes les demandes dont l'examination vous a été attribuée.
emails,on,sur
emails,onHoldRequest1,Votre demande
emails,onHoldRequest2,", a été mise en suspens durant le processus de"
emails,onHoldRequest3,. Nous vous contacterons bientôt pour plus d'informations.
emails,organization,Organisation :
emails,portal,portail
emails,progressDueSubject,Rapport de progression requis
emails,progressDue1,Vous avez un rapport de progression requis pour
emails,progressDue2,Veuillez terminer et soumettre votre rapport de progression avant le
emails,progressPastDueSubject,Rapport de progression requis manquant
emails,progressPastDue1,Nos registres indiquent que votre rapport de progression pour
emails,progressPastDue2,requis pour le
emails,progressPastDue3,est manquant. Nous espérons apprendre le succès de votre projet/programme. Merci de soumettre votre rapport de progression aussitôt que possible.
emails,progressRptSubmitted,Rapport de progression reçu
emails,progressRptSubmitted1,"Nous avons reçu votre rapport de progression,"
emails,progressRptSubmitted2,concernant la subvention qui vous a été accordée pour le programme
emails,progressRptSubmitted3,. Merci de nous avoir fourni cette information dans les temps.
emails,projectApproved,Projet proposé approuvé
emails,projectApproved1,"Votre projet de volontariat,"
emails,projectApproved2,a été approuvé et les inscriptions sont ouvertes pour les volontaires ! Rendez-vous sur le
emails,projectApproved3,"pour ajouter vos missions, inviter des volontaires, et plus encore. Vous pouvez également utiliser ce site pour gérer vos volontaires, surveiller les listes d'attente et saisir les heures des volontaires suite à l'évènement."
emails,projectDate,Date de début du projet
emails,projectDeclined,Projet proposé refusé
emails,projectDeclined1,"Nous sommes au regret de vous informer que votre projet,"
emails,projectDeclined2,", n'a pas été approuvé. Vous recevrez davantage de détails de l'administrateur du programme concernant les raisons du refus. Merci de votre intérêt, nous vous encourageons à continuer d'utiliser le site Employee Volunteer pour davantage de propositions de projets à l'avenir."
emails,projectFull,Un projet que vous coordonnez est complet !
emails,projectStarting,Un projet que vous coordonnez commence bientôt...
emails,projectStarting1,"Votre projet de volontariat,"
emails,projectStarting2,doit commencer le
emails,projectStarting3,. Veuillez vous assurer que vous avez reçu tout le nécessaire pour ce projet et que vous avez communiqué avec vos volontaires.
emails,projectWaitlist,Un projet que vous coordonnez a une liste d'attente
emails,projectWaitlist1,"Votre projet,"
emails,projectWaitlist2,", qui débute le"
emails,projectWaitlist3,a atteint le maximum de sa capacité et des volontaires ont été placés en liste d'attente. Rendez-vous sur le site Employee Volunteer au
emails,projectWaitlist4,pour gérer les volontaires de votre projet. Nous vous informerons si des places se libèrent afin que vous puissiez déplacer des volontaires de la liste d'attente.
emails,reopenedRequest,Ré-ouvert – Informations supplémentaires requises
emails,reopenedRequest1,"Votre demande,"
emails,reopenedRequest2,", a été réouverte car des informations supplémentaires sont nécessaires. Veuillez examiner les besoins ci-dessous :"
emails,request,Demande :
emails,requestReceived,Demande reçue
emails,requestsDueSubject,Date limite de la demande imminente
emails,requestsDue1,Cet email vous est envoyé pour vous prévenir que la date limite de soumission de
emails,requestsDue2,approche. Assurez-vous de
emails,requestsDue3,et de terminer votre demande avant le
emails,requestsDue4,"Si vous ne terminez pas votre demande à temps, elle sera marquée comme incomplète et vous ne serez pas considéré pour une subvention."
emails,reviewsDueSubject,Demandes attribuées pour que vous les examiniez
emails,reviewsDue,Des demandes qui vous ont été attribuées pour examination sont incomplètes. Veuillez compléter ces examinations aussitôt que possible afin que nous puissions prendre une décision informée concernant le financement de ces demandes.
emails,s_promptSearchProjects,Chercher des projets
emails,sendEmployeeProjectInvitationSubject,Invitation à participer à
emails,sendGroupAcceptanceMessageSubject,Invitation au groupe acceptée
emails,sendGroupRequest1,a demandé à rejoindre le groupe
emails,sendGroupRequestSubject,Demande pour rejoindre
emails,sendGroupInvitation1,vous a invité à rejoindre le groupe
emails,sendGroupInvitationSubject,Invitation à rejoindre
emails,sendGuestProjectInvite1,Vous avez été invité par
emails,sendGuestProjectInvite2,pour être volontaire pour le
emails,sendGuestProjectInvite3,Veuillez consulter les détails du projet ci-dessous et ajouter ces informations à votre calendrier. Nous attendons avec impatience de travailler avec vous dans notre communauté ! Vous pouvez
emails,sendGuestProjectInvite4,accepter ou refuser cette invitation ici
emails,sendGuestProjectInvite5,Projet de volontariat
emails,sendGuestProjectInvite6,Dirigeant(s) du projet
emails,sendGuestProjectInvite7,Date de début du projet
emails,sendGuestProjectInvite8,Projet de volontariat
emails,sendGuestProjectInviteSubject,Invitation à participer à
emails,sendGuestProjectAutoRegInvitation1,"Veuillez consulter les détails du projet ci-dessous et ajouter ces informations à votre calendrier. Nous attendons avec impatience de travailler avec vous dans notre communauté ! Si vous ne pouvez pas y assister, vous pouvez"
emails,sendGuestProjectAutoRegInvitation2,vous désinscrire
emails,sendGuestProjectAutoRegInvitation3,de ce projet
emails,sendProjectCancellationMessageSubject,a été annulé
emails,sendProjectCancellationMessage1,a été annulé par le coordinateur.
emails,sendProjectSpaceAvailableSubject,Inscrire les volontaires sur liste d'attente
emails,suggestedProjectRecievedSubject,Proposition de projet reçue
emails,sendProjectRegistrationMessage1,Votre inscription a été confirmée ! Veuillez voir ci-dessous et revenir au
emails,sendProjectRegistrationMessageSubject,Inscription confirmée
emails,sendProjectWaitlistMessage1,Merci de vous être inscrit pour participer à
emails,sendProjectWaitlistMessage2,"Malheureusement, il n'y a plus de place disponible. Vous avez été placé sur liste d'attente. Si une place se libère, vous serez ajouté par le responsable du projet. Si vous êtes confirmé en tant que participant, un email vous sera envoyé. Merci de contribuer à faire une différence dans votre communauté locale."
emails,sendProjectWaitlistRemoval1,Une place s'est libérée sur le projet de volontariat
emails,sendProjectWaitlistRemoval2,et vous avez été retiré de la liste d'attente ! Consultez les détails du projet ci-dessous et rendez-vous sur le
emails,sendProjectWaitlistRemoval3,site Volunteer
emails,sendProjectWaitlistRemoval4,pour plus d'informations sur votre projet de volontariat !
emails,sendProjectWaitlistRemoval5,Programme de subvention
emails,sincerely,"Sincèrement,"
emails,spaceAvailabe,Une place s'est libérée sur un projet que vous coordonnez
emails,spaceAvailable1,Merci de prendre le temps de coordonner le projet
emails,spaceAvailable2," ! Une place s'est libérée sur votre projet en raison d'une annulation d'un de vos volontaires. Vous avez des volontaires en liste d'attente pour ce projet, veuillez donc vous rendre sur le site Employee Volunteer au"
emails,spaceAvailable3,pour gérer vos volontaires.
emails,submittedLOI1,Merci d'avoir soumis une lettre d'intention pour la subvention
emails,submittedLOI2,. Nous examinerons votre demande et vous préviendrons de son statut. N'hésitez pas à nous contacter à tout moment si vous avez des questions.
emails,submittedRequest1,Merci d'avoir soumis une demande au
emails,submittedRequest2,pour la subvention
emails,submittedRequest3,. Nous examinerons votre demande et vous préviendrons de son statut. N'hésitez pas à nous contacter à tout moment si vous avez des questions.
emails,suggestedProject1,Merci d'avoir proposé un nouveau projet de volontariat ! Votre projet
emails,suggestedProject2,est en attente d'examination et d'approbation. Nous vous préviendrons bientôt de son statut.
emails,thankYou1,"Merci,"
emails,thankYouForMakingADifference,Merci de faire une différence dans notre communauté !
emails,thankYouForSubmitting,Merci d'avoir soumis une demande de subvention de volontariat au nom de
emails,thankYouForSubmittingBoard,Merci d'avoir soumis une demande de subvention de conseil au nom de
emails,thankYouCoord,Merci pour votre travail de coordination !
emails,thankCoordinator1,Merci de prendre le temps de coordonner le projet
emails,thankCoordinator2, ! N'oubliez pas de visiter le site Employee Volunteer où vous pouvez enregistrer les heures des volontaires et les heures enregistrées pour les autres volontaires qui participent au projet !
emails,toProjectPage,Aller à la page du projet
emails,verify_email_subject,Bienvenue sur
emails,viewRequest,Voir la demande
emails,volunteerGrantDeclined1,Cher
emails,volunteerGrantDeclined2,Merci d'avoir soumis une
emails,volunteerGrantDeclined3,demande de subvention au nom de
emails,volunteerGrantDeclined4,d'un montant de
emails,volunteerGrantDeclined5,"Malheureusement, nous avons rejeté votre"
emails,volunteerGrantDeclined6,demande de subvention
emails,volunteerGrantDeclined7,"Si vous avez d'autres questions, n'hésitez pas à nous contacter. Merci pour le temps précieux que vous consacrez à servir notre communauté !"
emails,volunteerGrantDeclined8,"Merci,"
emails,volunteerGrantDeclinedSubject,Subvention rejetée
emails,volEligibilitySub,Éligibilité à la subvention de volontariat
emails,volEligibility1,Vous êtes peut-être éligible pour demander une subvention de volontariat sur la base de votre temps de volontariat avec
emails,volEligibility2,Vous pouvez demander la subvention sur le portail de l'employé à tout moment avant la fin de l'année fiscale.
emails,volEligibility3,Merci pour le temps précieux que vous consacrez à servir notre communauté !
emails,volGrantAccepted1,Merci d'avoir soumis une
emails,volGrantAccepted2,demande de subvention au nom de
emails,volGrantAccepted3,pour un montant de
emails,volGrantAccepted4,Nous avons approuvé votre
emails,volGrantAccepted5,demande de subvention et débourserons les fonds à
emails,volGrantAccepted6,en votre nom. Merci du temps précieux que vous consacrez à servir notre communauté !
emails,volHoursConfirmSub,Merci d'avoir été volontaire
emails,volHoursConfirm1,Merci d'avoir été volontaire pour
emails,volHoursConfirm2,pendant
emails,volHoursConfirm3,heures. Nous apprécions votre travail et votre engagement envers notre communauté.
emails,yourRequestTo,Votre demande de
emails,accountCreated,Un compte a été crée pour vous afin d’évaluer les demandes de subventions.
emails,accountCreated2,Cliquez le lien ci-dessous pour vous connecter.
emails,addedBy,Vous avez été ajouté par
emails,applicant,Demandeur(s):
emails,assignment,Mandat
emails,clickToLearn,Cliquez ici pour en savoir plus
emails,donationTY26,Numéro d’enregistrement : 46-0942102
emails,employeeApplicant,Demandeurs(s) employés :
emails,invitationToParticipate1,Vous avez été invité à participer à :
emails,invitationToParticipateSubject,Invitation de Participation à 
emails,inviteApplicant2,"programme. Cliquez sur le lien ci-dessous pour vous connecter à notre portail et consulter le programme. Une fois que vous êtes connecté, commencez le processus de soumission en cliquant sur « soumettre une demande »."
emails,inviteApplicant3,Il vous sera demandé d’entrer le code d’accès ci-dessous pour poursuivre le processus.
emails,inviteApplicant4,souhaite vous inviter à soumettre une demande de bourse. Veuillez vous connecter au portail en utilisant le lien ci-dessous et consultez nos programmes disponibles.
emails,inviteApplicantCustom,""""
emails,location,Emplacement
emails,loginOnly,Connexion
emails,loginToLearnMore,Connectez-vous au portail employés afin d’en savoir plus sur cette opportunité passionnante.
emails,matchRejctedSubject,Demande de jumelage rejetée
emails,matchRejected3,a été rejeté
emails,maxParticipants1,"Bravo ! Votre projet de bénévolat,"
emails,notifyReviewer4,Veuillez évaluer cette soumission avant le
emails,password,Mot de passe :
emails,projectStarting2,", est programmé pour débuter le"
emails,projectStartVol,Un projet de bénévolat auquel vous participez commence bientôt…
emails,projectStartVol1,Le projet de bénévolat
emails,projectStartVol2,commence le
emails,projectStartVol3,. Veuillez vous assurer d’avoir considéré tout ce dont vous avez besoin pour ce projet et que vous êtes prêt.
emails,sendEmployeeProjectAutoRegSubject,A été ajouté comme bénévole à
emails,suggestedProject1,"Merci d’avoir proposé un nouveau projet de bénévolat ! Votre projet,"
emails,suggestedProject2,", est en attente d’évaluation et d’approbation. Nous vous informerons bientôt de son statut."
emails,thankYouForSubmitting,Merci d’avoir soumis une demande de Bourse de Bénévolat au nom de
emails,thankYouForSubmittingBoard,Merci d’avoir soumis une demande de Bourse de Comité au nom de
emails,time,Temps
emails,volGrantAccepted2,Demande de bourse au nom de
emails,volGrantAccepted5,Demande de bourse et déboursera les fonds à
emails,volHoursConfirm1,Merci d’être bénévole à
emails,welcome,Bienvenue
emails,welcomeApplicant1,Un nouveau compte a été crée pour vous dans le
emails,welcomeApplicant2,"de demande de bourses. Pour vous connecter, veuillez vous rendre au portail"
emails,welcomeApplicant3,Et vous connecter en utilisant votre adresse courriel.
emails,welcomeApplicant4,Votre mot de passe temporaire est :
emails,welcomeReviewer,Bienvenue examinateur
feeds,ifYouWouldLikeToSearch,"Si vous souhaitez rechercher de nouvelles organisations ou collègues auxquels vous abonner, veuillez cliquer sur le bouton approprié ci-dessous pour commencer."
feeds,shareThoughts,Partagez vos opinions
feeds,feedPromptGroup,Partagez vos opinions
feeds,feedPromptNonprofit,Partagez vos opinions
feeds,feedPromptProgram,Partagez vos opinions
feeds,feedPromptProject,Partagez vos opinions
feeds,filterAll,Tout
feeds,filterCompany,Entreprises
feeds,filterCoworker,Collègues
feeds,filterCharity,Associations caritatives
feeds,filterProgram,Programmes
feeds,filterProject,Projets
feeds,filterGroup,Groupes
feeds,me,Moi
feeds,msgYouAreNoLongerFollowing,Vous n'êtes plus abonné à {0}
feeds,msgYouAreNowFollowing,Vous êtes maintenant abonné à {0}
feeds,msgErrUnableToFollow,"Désolé, il est actuellement impossible de s'abonner à {0}"
feeds,msgErrUnableToUnFollow,"Désolé, il est actuellement impossible de se désabonner de {0}"
feeds,msgNotFollowingAnyone,"C'est ici que vous verrez la liste des gens, des organisations, des programmes, des projets et des groupes auxquels vous êtes abonné. Choisissez l'une des options ci-dessous pour trouver une organisation ou un collègue, puis cliquer sur S'abonner. Consultez la page de bénévolat pour vous abonner à un projet de bénévolat, ou la page des Dons pour vous abonner à un programme de dons. Créez un groupe sur votre profil d'utilisateur pour que vous-même et les autres membres du groupe puissent s'abonner aux activités de ce groupe."
feeds,postYourComment,Postez votre commentaire
feeds,ifYouWouldLikeToSearch,"Si vous voulez chercher une autre organisation ou collègue, cliquez sur le bouton correspondant ci-dessous pour commencer."
feeds,feedError,Erreur de chargement.
feeds,msgNotFollowingAnyone,"C’est ici que vous verrez la liste des personnes, des organismes, des programmes, des projets et des groupes que vous suivez. Choisissez l’une des option ci-dessous pour trouver un organisme ou un collègue, puis cliquez sur Suivre. Visitez la page de bénévolat pour suivre un projet de bénévolat, ou la page Donner pour suivre un programme de donation. Créez un groupe sur votre page de profil d’utilisateur afin que vous et d’autres membres du groupe puissiez en suivre les activités."
goals,createNew,Créer un nouvel objectif
goals,iWantTo,Je veux
goals,in,dans
goals,progress,Progrès
goals,currentGoals,Objectifs actuels
goals,goal,Objectif
group,acceptInvite,Accepter l'invitation
group,allCoworkers,Tous les collègues
group,allGroups,Tous les groupes
group,approve,Approuver
group,cancelInvitation,Annuler l'invitation
group,createGroup,Créer un groupe
group,declineInvite,Refuser l'invitation
group,groupAdmin,Administrateur du groupe
group,groupDescription,Description du groupe
group,groupMessage,Message de groupe
group,groupName,Nom du groupe
group,groupsNotExist,Le groupe n'existe pas
group,invitations,Invitations
group,invite,Inviter
group,inviteGroupMembers,Inviter des membres du groupe
group,inviteMembers,Inviter des membres
group,leaveGroup,Quitter le groupe
group,members,Membres
group,membershipRequests,Demandes d'adhésion
group,messageMessage,Message
group,messageSend,Envoyer un message
group,messageSubject,Sujet
group,myGroups,Mes groupes
group,newGroup,Nouveau groupe
group,newGroupMessage,Nouveau message de groupe
group,noCoworkers,Votre recherche a donné 0 résultat.
group,noInvitations,Il n'y a actuellement pas d'invitations.
group,noPending,"""Sélectionnez Trouver des collègues """"pour chercher des collègues à inviter dans votre groupe."""""""
group,participating,Participer
group,noRequests,Il n'y a actuellement aucune demande d'adhésion
group,pendingInvitations,Rédiger les invitations
group,reject,Rejeter
group,requestInvitation,Demander une invitation
group,sendInvitations,Envoyer des invitations
group,getYourGroupInvolved,Faites participer votre groupe !
group,groupNoGivingMessage,"Votre groupe n'est pas encore très actif. Quand ils feront des dons et du bénévolat, vous pourrez voir des informations sur tous les programmes auxquels ils contribuent. "
group,changedStatus,Statut du groupe modifié en :
group,createGroup,Créer un groupe
group,groupStatus,Statut du groupe
group,set,Set
group,acceptRequest,Accepter la demande
group,addAdmin,Ajouter un Statut d’Administrateur
group,changeMemberStatus,Modifier le statut
group,createGroup,Créer un groupe
group,editMember,Modifier les membres du groupe
group,member,Membre
group,memberInfo,Information du membre
group,percentParticipating,Pourcentage de participation
group,removeAdmin,Supprimer le Statut d’Administrateur
group,sendInvitation,Envoyer l’Invitation
home,search,Recherche
images,addAPhoto,Ajouter une photo
images,addPhoto,Ajouter des photos
images,chooseAPhoto,Choisir une photo
images,chooseADifferentPhoto,Choisir une photo différente
images,cropPhoto,Rogner
images,deletePhoto,Supprimer la photo
images,enterATitleForThisImage,Saisissez un titre pour cette image
images,loadingPhoto,Ajout de la photo en cours
images,rotatePhoto,Retourner
impact,noGivingTitle,Suivez votre impact !
impact,noGivingMessage,"Que vous aidiez une organisation en leur donnant de l'argent ou en leur offrant de votre temps, vous avez un impact. Tandis que vous continuez à aider votre communauté, nous vous aiderons à suivre votre contribution personnelle."
impact,noGivingGetStartedMessage,Commencez à avoir de l'impact !
impact,noGroupGivingTitle,Donation de groupe !
impact,noGroupGivingMessage,"En vous associant avec d'autres gens, vous pouvez avoir encore plus d'impact lorsque vous faites un don. "
impact,noGroupGivingLastYearMessage,"Désolé, vous n'avez pas d'informations de donations de groupe pour l'année dernière"
impact,yourTotalImpact,Votre impact total
impact,lifetime,Dans votre vie
impact,lastYear,L'année dernière
impact,noGivingLastYearMessage,"Désolé, vous n'avez pas d'informations de donations pour l'année dernière"
language,chinese,Chinois
language,dutch,Néerlandais
language,english,Anglais
language,french,Français
language,german,Allemand
language,italian,Italien
language,portuguese,Portugais
language,spanish,Espagnol
language,englishCA,English (Canada)
language,englishUK,Anglais (R-U)
language,frenchCA,Français (Canada)
manage,2013,2013
manage,2014,2014
manage,2015,2015
manage,approved,Approuvé
manage,awarded,Récompensé
manage,awards,Récompenses
manage,clickToUploadAgreement,Cliquez ici pour mettre en ligne votre accord
manage,congratsMessage,Félicitations ! Vous avec reçu une
manage,congratsMessage2,Subvention !
manage,congratulationsString,"Félicitations pour votre récompense ! Pour que le paiement soit effectué, vous devez d'abord télécharger et remplir l'Accord de subvention"
manage,date,Date
manage,decided,Décidé
manage,draft,Brouillon
manage,grant,Subvention
manage,grantProgram,Programme de subventions
manage,grantAgreement,Vous avez déjà téléchargé et rempli votre accord ? Veuillez l'envoyer ici pour le soumettre.
manage,program,Programme
manage,incomplete,Incomplet
manage,inReview,En cours de traitement
manage,loi,LOI
manage,loiDeclined,LOI réfusé
manage,loiSubmitted,LOI envoyé
manage,nonprofit,Organisation
manage,organization,Organisation
manage,progressMessage,Vous avez un rapport de progrès dû le
manage,reopened,Réouvert
manage,requests,Demandes
manage,sponsor,Sponsor
manage,startReport,Commencer le rapport
manage,status,Statut
manage,submit,Soumettre
manage,thisYear,Cette année
manage,type,Type
manage,volunteer,Bénévolat
manage,2016,2016
manage,2017,2017
manage,2018,2018
manage,2019,2019
manage,abandoned,Abandonné
manage,accept,Accepter
manage,acceptAward,Accepter la récompense
manage,agreementText,J'ai lu et approuvé le document ci-dessous et je confirme que les informations concernant mon organisation sont exactes.
manage,agreementText2,Je confirme que les informations concernant mon organisation sont exactes.
manage,awardAgreement,Accord de récompense
manage,awardDate,Date de la récompense
manage,awardInformation,Informations sur la récompense
manage,awardMessage,Félicitations ! On vous a accordé un
manage,budgets,Budgets
manage,clickToUploadAgreement,Télécharger l'accord complet
manage,congratsMessageAward,Félicitations pour votre récompense de
manage,congratsString,Félicitations pour votre récompense !
manage,congratulationsString,"Pour que le paiement soit effectué, merci de lire et d'accepter l'accord et de vérifier les informations concernant votre organisation ci-dessous. Il pourrait y avoir des exigences supplémentaires qui vous seront communiquées directement."
manage,congratulationsString2,"Pour que le paiement soit effectué, merci de vérifier les informations concernant votre organisation ci-dessous.  Il pourrait y avoir des exigences supplémentaires qui vous seront communiquées directement."
manage,createApplication,Créer une demande
manage,cycleStart,Début du cycle :
manage,downloadAgreement,Télécharger l'accord
manage,EIN,Numéro d'identification de l'employeur
manage,forReview,Pour examination
manage,grantAgreement,Prêt à soumettre votre accord rempli ?
manage,inviteNPO,Inviter une organisation à but non lucratif
manage,inviteNPOApply,Inviter une organisation à but non lucratif à postuler
manage,loiDeadline,Lettre d'intention à envoyer pour le :
manage,myRequests,Mes demandes
manage,newRequest,Nouvelle demande
manage,nominate,Nominer
manage,noOpenCycles,Il n'y a actuellement aucun cycle disponible d'ouvert.
manage,notAwarded,Non accordé
manage,openCycle,Ouvert :
manage,paymentDate,Date de paiement
manage,progressMessage,Vous devez rendre un rapport de progression pour le
manage,readAndAcknowledge,Lire et accepter
manage,region,Région
manage,registrationId,Identité d'inscription
manage,requestDeadline,Demande à envoyer pour le :
manage,updateInformation,Mettre à jour les informations
manage,uploadAgreement,Télécharger l'accord
manage,vote,Voter
manage,budget,Budget
manage,EIN,Numéro d’enregistrement
manage,inviteNPO,Inviter un organisme
manage,needsAgreement,Accord exigé
manage,noOpenCycles,"Actuellement, il n'y a pas de cycles ouverts disponibles."
manage,registrationIdIfApp,Numéro d’enregistrement (le cas échéant)
manage,submitAgreement,Envoyer l’accord
message,archive,Archive
message,body,Corps
message,companyMessages,Messages de l'entreprise
message,delete,Supprimer la photo
message,from,De
message,givingHistory,L'historique des dons
message,goToVolunteerPage,Allez à la page de bénévolat
message,inbox,Boite de réception
message,manageGroup,Gérer le groupe
message,manageProject,Gérer le projet
message,markasread,Marquer comme lu
message,markasunread,Marquer comme non-lu
message,messages,Messages
message,noMessages,Pas de messages
message,of,de
message,restore,Restorer dans la boite de réception
message,searchForAnotherNPO,Chercher une autre organisation
message,send,Envoyer
message,sent,Envoyé
message,subject,Sujet
message,to,à
message,toCap,À
message,viewGroup,Afficher le groupe
message,viewProject,Afficher le projet
message,viewProjectAndSignUp,Afficher le projet et s'inscrire
message,goToProjectPage,Aller à la page du projet
message,goToBoardPage,Aller à la page des subventions de conseil
message,searchForAnotherNPO,Chercher une autre organisation
message,searchProjects,Chercher des projets
message,viewRequest,Voir la demande
message,viewRequests,Voir les demandes
message,emailError,Une erreur est survenue pendant l’envoi de votre courriel. Veuillez vous assurer que l’adresse courriel de votre profil est exacte.
message,emailSend,Envoyer un courriel
message,emailSent,Le courriel a été envoyé avec succès.
nonprofits,accepted,Accepté
nonprofits,activities,Activités
nonprofits,affiliation,Affiliation
nonprofits,awards,Récompenses
nonprofits,assets,Actifs
nonprofits,claimFiscalSponsor,Réclamer un sponsor fiscal
nonprofits,contacts,Contacts
nonprofits,date,Date
