area,key,en-US
emails,progressDueSubject,Progress Report Due
emails,progressPastDue1,Our records indicate that your progress report for
emails,progressPastDue2,due on
emails,progressPastDue3,is now past due. We are anxious to hear about the success of you project/program. Please submit your progress report as soon as possible.
emails,progressPastDueSubject,Progress Report Past Due
emails,progressRptSubmitted,Progress Report Received
emails,progressRptSubmitted1,"We received your progress report, submitted"
emails,progressRptSubmitted2,reporting on your grant awarded on
emails,progressRptSubmitted3,program. Thank you for submitting this information to us in a timely manner.
emails,projectApproved,Suggested Project Approved
emails,projectApproved1,"Your volunteer project,"
emails,projectApproved2,has been approved and is open for volunteers to sign up for! Please go to the
emails,projectApproved3,"to add your assignments, invite volunteers, and more. You can also use this site to track your volunteers, monitor waitlists, and enter hours for the volunteers following the event."
emails,projectDate,Project Start Date
emails,projectDeclined,Suggested Project Declined
emails,projectDeclined1,"We regret to inform you that your project, "
emails,projectDeclined2,", has not been approved. You will receive additional details from the program administrator regarding the details of declination. Thanks for your interest and we encourage you to continue using the Employee Volunteer Website to make more project suggestions in the future."
emails,projectFull,A project you are coordinating is full!
emails,projectStarting,A project you are coordinating is starting soon...
emails,projectStarting1,"Your volunteer project,"
emails,projectStarting2,", is scheduled to start on"
emails,projectStarting3,. Please make sure you have reviewed everything needed for the project and have communicated with your volunteers.
emails,projectStartVol,A volunteer project you are volunteering for is starting soon...
emails,projectStartVol1,"The volunteer project,"
emails,projectStartVol2,is scheduled to start on
emails,projectStartVol3,. Please make sure you have reviewed everything needed for the project and that you are prepared.
emails,projectWaitlist,A project you are coordinating has a waitlist
emails,projectWaitlist1,"Your project, "
emails,projectWaitlist2,", starting on "
emails,projectWaitlist3,has reached maximum capacity and now has volunteers on the waitlist. Please visit the Employee Volunteer website at
emails,projectWaitlist4,to manage your project's volunteers. We will inform you if space becomes available so you can move volunteers off the waitlist.
emails,reopenedRequest,Re-Opened - Need additional information
emails,reopenedRequest1,"Your request, "
emails,reopenedRequest2,", was re-opened because additional information is needed. Please review these needs below:"
emails,request,Request:
emails,requestReceived,Request Received
emails,requestsDue1,This email is to notify you that the submission deadline for
emails,requestsDue2,is approaching. Please be sure to
emails,requestsDue3,and complete your application by
emails,requestsDue4,"If you do not finish your application in time, your application will be marked as incomplete and you will not be considered for a grant."
emails,requestsDueSubject,Request Deadline Approaching
emails,reviewsDue,You have requests that were assigned for your review that are incomplete.  Please complete these reviews as soon as possible so we can make an informed decision about funding these requests.
emails,reviewsDueSubject,Requests Assigned for Your Review
emails,s_promptSearchProjects,"Search Projects"
emails,sendEmployeeProjectAutoRegSubject,"Added as a volunteer for"
emails,sendEmployeeProjectInvitationSubject,"Invitation to participate in"
emails,sendGroupAcceptanceMessageSubject,"Group Invitation Accepted"
emails,sendGroupInvitation1,"has invited you to join the group"
emails,sendGroupInvitationSubject,"Invitation to join"
emails,sendGroupRequest1,"has requested to join the group"
emails,sendGroupRequestSubject,"Request to join"
emails,sendGuestProjectAutoRegInvitation1,"Please review the project details below and add this information to your calendar. We look forward to working in our community with you! If you are unable to attend, you may"
emails,sendGuestProjectAutoRegInvitation2,"unsubscribe"
emails,sendGuestProjectAutoRegInvitation3,"from this project"
emails,sendGuestProjectInvite1,"You have been invited by"
emails,sendGuestProjectInvite2,"to volunteer for the"
emails,sendGuestProjectInvite3,"Please review the project details below and add this information to your calendar. We look forward to working in our community with you! You may"
emails,sendGuestProjectInvite4,"accept or reject this invitation here"
emails,sendGuestProjectInvite5,"Volunteer Project"
emails,sendGuestProjectInvite6,"Project Leader(s)"
emails,sendGuestProjectInvite7,"Project Start Date"
emails,sendGuestProjectInvite8,"Volunteer Project"
emails,sendGuestProjectInviteSubject,"Invitation to participate in"
emails,sendProjectCancellationMessage1,"has been cancelled by the coordinator."
emails,sendProjectCancellationMessageSubject,"has been cancelled"
emails,sendProjectRegistrationMessage1,"Your registration has been confirmed! Please see below and check back into the"
emails,sendProjectRegistrationMessageSubject,"Registration Confirmed"
emails,sendProjectSpaceAvailableSubject,"Register Waitlisted Volunteers"
emails,sendProjectWaitlistMessage1,"Thank you for registering to participate in"
emails,sendProjectWaitlistMessage2,"Unfortunately, there is no longer space available. You have been placed on a waitlist, however. If an opening becomes available, you will be added to project by the project leader. If you are confirmed as a participant, an email will follow. Thank you for helping to make a difference in your local community."
emails,sendProjectWaitlistRemoval1,"A spot opened up on the"
emails,sendProjectWaitlistRemoval2,"volunteer project and you have been registered off the waitlist! Please see the project details below and visit the"
emails,sendProjectWaitlistRemoval3,"Volunteer Site"
emails,sendProjectWaitlistRemoval4,"for more information about your volunteer project!"
emails,sendProjectWaitlistRemoval5,"Program"
emails,signUpHere,Sign Up Here
emails,sincerely,"Sincerely,"
emails,spaceAvailabe,A project you are coordinating has space available
emails,spaceAvailable1,Thank you for taking the time to coordinate the
emails,spaceAvailable2,project! Space has become available in your project due to a cancellation of one of your volunteers. You have volunteers on a waitlist for your project so please visit the Employee volunteer website at
emails,spaceAvailable3,to manage your volunteers.
emails,submittedLOI1,Thank you for submitting a Letter of Intent to the
emails,submittedLOI2,grant. We will review your request and notify you of the status. Please feel free to contact us at any time with questions.
emails,submittedRequest1,Thank you for submitting a request to the
emails,submittedRequest2,for the
emails,submittedRequest3,grant. We will review your request and notify you of the status. Please feel free to contact us at any time with questions.
emails,suggestedProject1,"Thank you for suggesting a new Volunteer Project! Your project,"
emails,suggestedProject2,", is waiting for review and approval.  We will notify you soon of its status."
emails,suggestedProjectRecievedSubject,"Project Suggestion Received"
emails,thankCoordinator,Thank you for coordinating the volunteer project
emails,thankCoordinator1,Thank you for taking the time to coordinate the
emails,thankCoordinator2,project! Please remember to visit the Employee volunteer website where you can log your volunteer hours and record hours for the other volunteers who participated in the project.
emails,thanksAgain,Thanks Again
emails,thankYou,Thanks you
emails,thankYou1,"Thank you,"
emails,thankYouCoord,Thank you for coordinating!
emails,thankYouForMakingADifference,Thank you for making a difference in our community!
emails,thankYouForSubmitting,Thank you for submitting a Volunteer Grant application on behalf of
emails,thankYouForSubmittingBoard,Thank you for submitting a Board Grant application on behalf of
emails,time,"Time"
emails,toProjectPage,Go to Project Page
emails,verify_email_body,"Thank you for registering, please click the link below to verify your email address."
emails,verify_email_subject,Welcome to
emails,viewRequest,View Request
emails,volEligibility1,"You may be eligible to apply for a volunteer grant based on your volunteer time with"
emails,volEligibility2,"You may apply for the grant(s) in the employee portal at any time before the end of the fiscal year."
emails,volEligibility3,"Thank you for your valuable time serving our community!"
emails,volEligibilitySub,"Volunteer Grant Eligibility"
emails,volGrantAccepted1,"Thank you for submitting a"
emails,volGrantAccepted2,"Grant application on behalf of"
emails,volGrantAccepted3,"in the amount of"
emails,volGrantAccepted4,"We have approved your"
emails,volGrantAccepted5,"Grant application and will be disbursing the funds to"
emails,volGrantAccepted6,"in your name. Thank you for your valuable time serving our community!"
emails,volHoursConfirm1,"Thank you for volunteering at"
emails,volHoursConfirm2,"for"
emails,volHoursConfirm3,"hours.  We value your hard work and commitment to our community."
emails,volHoursConfirmSub,"Thank You for Volunteering"
emails,volunteerFor,to volunteer for
emails,volunteerGrantDeclined1,"Dear"
emails,volunteerGrantDeclined2,"Thank you for submitting a"
emails,volunteerGrantDeclined3,"grant application on behalf of"
emails,volunteerGrantDeclined4,"in the amount of"
emails,volunteerGrantDeclined5,"Unfortunately, we have declined your"
emails,volunteerGrantDeclined6,"grant application"
emails,volunteerGrantDeclined7,"If you have further questions, please contact us. Thank you for your valuable time serving our community!"
emails,volunteerGrantDeclined8,"Thank you,"
emails,volunteerGrantDeclinedSubject,"Grant Declined"
emails,volunteerProject,Volunteer Project
emails,welcome,Welcome
emails,welcomeApplicant1,A new account has been created for you in the
emails,welcomeApplicant2,"grant applicant portal. To log in, please visit"
emails,welcomeApplicant3,And log in using your email address.
emails,welcomeApplicant4,Your temporary password is:
emails,welcomeReviewer,Welcome Reviewer
emails,yourRequestTo,Your request to
feeds,feedError,Error loading feed.
feeds,filterAll,All
feeds,filterCharity,Charities
feeds,filterCompany,Companies
feeds,ifYouWouldLikeToSearch,"If you would like to search for other organization or Coworkers to follow, please click on the appropriate button below to get started."
feeds,me,Me
feeds,msgErrUnableToFollow,"Sorry, unable to follow {0} at this time"
feeds,msgErrUnableToUnFollow,"Sorry, unable to unfollow {0} at this time"
feeds,msgNotFollowingAnyone,"This is where you will see a list of the people, organizations, programs, projects and groups that you are following.  Choose one of the options below to find an organization or coworker, then click Follow.  Visit the volunteer page to follow a volunteer project, or the Give page to follow a giving program.  Create a group on your user profile page so that you and other group members can follow that group's activity."
feeds,msgYouAreNoLongerFollowing,You are no longer following {0}
feeds,msgYouAreNowFollowing,You are now following {0}
feeds,postYourComment,Post your comment
feeds,shareThoughts,Share your thoughts...
goals,createNew,Create a new goal
goals,currentGoals,Current Goals
goals,goal,Goal
goals,in,in
goals,iWantTo,I want to
goals,progress,Progress
group,acceptInvite,Accept Invitation
group,acceptRequest,"Accept Request"
group,addAdmin,"Add Administrator Status"
group,allCoworkers,All Coworkers
group,approve,Approve
group,cancelInvitation,Cancel Invitation
group,canNotDeleteAdmin,"Cannot delete sole admin."
group,changedStatus,Group Status Changed to :
group,changeMemberStatus,"Change Status"
group,createGroup,Create Group
group,declineInvite,Decline Invitation
group,deleteGroup,Delete Group
group,editMember,"Edit Group Member"
group,employeeRemoved,"The employee has been removed from the group."
group,getYourGroupInvolved,Get Your Group Involved!
group,groupAdmin,Group Administrator:
group,groupDescription,Group Description
group,groupMessage,Group Message
group,groupName,Group Name
group,groupNoGivingMessage,"Your group has not been very active yet.  As they make donations and volunteer, you will be able to see summary information for each program they support."
group,groupsNotExist,Groups do not exist
group,groupStatus,Group Status
group,invitations,Invitations
group,inviteCanceled,"The invitation has been canceled."
group,inviteGroupMembers,Invite Group Members
group,inviteMembers,Invite Members
group,leaveGroup,Leave Group
group,member,"Member"
group,memberInfo,"Member Information"
group,members,Members
group,membershipRequests,Membership Requests
group,messageBeingSent,"Your message is being sent."
group,messageSend,Send Message
group,myGroups,My Groups
group,newGroup,New Group
group,newGroupMessage,New Group Message
group,noCoworkers,Your search returned 0 results.
group,noInvitations,There are currently no invitations.
group,noPending,"Select Find Coworkers"" to search for coworkers to invite to your group."""
group,noRequests,There are currently no membership requests.
group,participating,Participating
group,pendingInvitations,Draft Invitations
group,percentParticipating,Percent Participating
group,reject,Reject
group,removeAdmin,"Remove Administrator Status"
group,requestDeleted,"This Request Has Been Deleted."
group,requestedGroupInvite,"You have requested to join this group."
group,requestInvitation,Request Invitation
group,sendInvitation,Send Invitation
group,sendInvitations,Send Invitations
group,set,Set
images,addAPhoto,Add a Photo
images,addPhoto,Add Photo
images,chooseADifferentPhoto,Choose a Different Photo
images,chooseAPhoto,Choose a Photo
images,cropPhoto,Crop
images,deletePhoto,Delete Photo
images,enterATitleForThisImage,Enter a title for this image
images,loadingPhoto,Loading Photo...
images,rotatePhoto,Rotate
impact,lastYear,Last Year
impact,lifetime,Lifetime
impact,noGivingGetStartedMessage,Start making an impact!
impact,noGivingLastYearMessage,"Sorry, you have no giving information for last year"
impact,noGivingMessage,"Whether you help an organization by giving money or by volunteering your time, you are making an impact.  As you continue to give back in your community, we'll help you keep track of your personal contribution."
impact,noGivingTitle,Track your impact!
impact,noGroupGivingLastYearMessage,"Sorry, you have no group giving information for last year"
impact,noGroupGivingMessage,"By teaming up with other people you can make an even bigger impact with your donations.  You currently don't belong to any groups that are actively donating.  Once you join a group, you'll be able to see how your group is doing this year, last year, and for the lifetime of the group."
impact,noGroupGivingTitle,Group Giving!
impact,yourTotalImpact,Your Total Impact
language,chinese,Chinese
language,dutch,Dutch
language,english,English
language,englishCA,English (Canada)
language,englishUK,English (UK)
language,french,French
language,frenchCA,French (Canada)
language,german,German
language,italian,Italian
language,portuguese,Portuguese
language,spanish,Spanish
manage,abandoned,Abandoned
manage,accept,Accept
manage,acceptAward,Accept Award
manage,agreementText,I have read and agree to the above document and confirm my organization information is correct.
manage,agreementText2,I confirm my organization information is correct.
manage,awardAgreement,Award Agreement
manage,awardAmount,Award Amount
manage,awardDate,Award Date
manage,awardInformation,Award Information
manage,awardMade,This request has been awarded.
manage,awardMessage,Congratulations! You've been Awarded a
manage,budget,Budget
manage,clickToUploadAgreement,Upload Completed Agreement
manage,commentModalText,Please provide a comment describing why you are sending this request back to the applicant.
manage,congratsMessage,Congratulations!  You've been Awarded a
manage,congratsMessage2, Grant!
manage,congratsMessageAward,Congratulations on your award of
manage,congratsString,Congratulations on your award!
manage,congratulationsString,"For payment to be issued, please read and acknowledge the agreement and verify your organization's information below.  There may be additional requirements that will be communicated directly to you."
manage,congratulationsString2,"For payment to be issued, please verify your organization's information below.  There may be additional requirements that will be communicated directly to you."
manage,createApplication,Create an Application
manage,cycleStart,Cycle Start:
manage,decided,Decided
manage,decisionWarning,"You are the last approver in this approval path. By clicking approve, this request will be moved to a status of 'Approved'."
manage,downloadAgreement,Download Agreement
manage,EIN,"Registration ID"
manage,forReview,For Review
manage,grantAgreement,Ready to submit your completed agreement?
manage,inviteNPO,Invite an Organization
manage,inviteNPOApply,Invite an NPO to apply
manage,loiDeadline,LOIs Due:
manage,moveToAwardModal,"Please fill out the following award information:"
manage,myRequests,My Requests
manage,needsAgreement,"Agreement required"
manage,newRequest,New Request
manage,nominate,Nominate
manage,noOpenCycles,"Currently, there are no available open cycles."
manage,numberOfProgressReports,Number of Progress Reports Required
manage,openCycle,Open:
manage,paymentDate,Payment Date
manage,progressMessage,You have a Progress Report due on
manage,readAndAcknowledge,Read and Acknowledge
manage,region,Region
manage,registrationId,Registration ID
manage,registrationIdIfApp,Registration ID (if applicable)
manage,reopened,Reopened
manage,requestDeadline,Requests Due:
manage,selectApprovalPath,Select Approval Path
manage,startReport,Start Report
manage,submitAgreement,"Submit Agreement"
manage,updateInformation,Update Information
manage,uploadAgreement,Upload Agreement
manage,vote,Vote
message,archive,Archive
message,body,Body
message,companyMessages,Company Messages
message,emailError,"There was an error sending your email. Please make sure the email on your profile is accurate."
message,emailSend,Send an Email
message,emailSent,Email sent successfully.
message,from,From
message,goToBoardPage,Go To Board Grants Page
message,goToProjectPage,Go To Project Page
message,goToVolunteerPage,Go To Volunteer Page
message,inbox,Inbox
message,manageGroup,Manage Group
message,manageProject,Manage Project
message,markasread,Mark as read
message,markasunread,Mark as unread
message,noMessages,No Messages
message,of,of
message,restore,Restore to inbox
message,searchForAnotherNPO,Search For Another Organization
message,searchProjects,Search Projects
message,sent,Sent
message,to,to
message,toCap,To
message,viewGroup,View Group
message,viewProject,View Project
message,viewProjectAndSignUp,View Project & Sign Up
message,viewRequest,View Request
message,viewRequests,View Requests
nonprofits,accepted,Accepted
nonprofits,addFiscal,Applying through a fiscal sponsor?
nonprofits,addFiscalInstructions,"Before selecting a fiscal sponsor, please start by filling out your organizations information below."
nonprofits,addFiscalWarning,"Note: This is information about your organization, not the fiscal sponsor."
nonprofits,affiliation,Affiliation
nonprofits,alreadyClaimed,You have already added this fiscal sponsor.
nonprofits,assets,Assets
nonprofits,claimFiscalSponsor,Claim A Fiscal Sponsor
nonprofits,deductibility,Deductibility
nonprofits,donateWell,DonateWell
nonprofits,donateWellButtonTooltip,View and edit this organization's profile in DonateWell.
nonprofits,exemptOrganizationStatus,Exempt Organization Status
nonprofits,filingRequirements,Filing Requirements
nonprofits,financials,Financials
nonprofits,fiscalSponsor,Fiscal Sponsor
nonprofits,fiscalSponsorInstructions,"In order to apply on behalf of a non-503(c) organization using a fiscal sponsor, you must enter some information about your organization."
nonprofits,fiscalSponsorOrgs,Associated Organizations
nonprofits,fiscalSponsors,Fiscal Sponsors
nonprofits,fiscalYearEnd,Fiscal Year End
nonprofits,foundationStatus,Foundation Status
nonprofits,GDG,Good Done Great
nonprofits,grantProgram,Grant Program
nonprofits,groupExemptionNumber,Group Exemption Number
nonprofits,income,Income
nonprofits,lastTaxReturn,Last Tax Return
nonprofits,latestIRSFiling,Latest IRS Filing
nonprofits,myFiscalSponsors,My Fiscal Sponsors
nonprofits,myNposHeader,My Claimed Nonprofits
nonprofits,myOrgsHeader,My Claimed Organizations
nonprofits,newOrgSubmitButton,Create Organization
nonprofits,newRequest,New request
nonprofits,noneClaimed,You do not have any organizations selected.
nonprofits,nonprofitFocus,Nonprofit Focus
nonprofits,noSponsors,You do not have any fiscal sponsors added.
nonprofits,opportunitiesToDonate,Opportunities To Donate
nonprofits,opportunitiesToVolunteer,Opportunities To Volunteer
nonprofits,orgName,Organization Name
nonprofits,pub78,Publication 78 Status
nonprofits,requested,Requested
nonprofits,requestName,Request Name
nonprofits,revenue,Revenue
nonprofits,rulingDate,Ruling Date
nonprofits,searchPrompt,"To claim your organization, search by name, location, or EIN."
nonprofits,searchPrompt2,"To add your fiscal sponsor, search by name, location, or EIN."
nonprofits,slider,Slider
nonprofits,socialLinks,Social Links
nonprofits,socialStream,Social Stream
nonprofits,sponsorProgramInstructions,"Select your organization below. If your organization is not listed, click the 'New' button."
nonprofits,subsection,Subsection
NPOprofile,account,Account
NPOprofile,accountNumber,Account Number
NPOprofile,activities,Activities
NPOprofile,addAContact,Add a Contact
NPOprofile,addASocialLink,Add a Social Link
NPOprofile,award,award!
NPOprofile,awards,awards!
NPOprofile,bankInfo,Bank Information
NPOprofile,bankName,Bank Name
NPOprofile,bankNamePlaceholder,The full legal name for your bank
NPOprofile,contactAdmin,Email Admin
NPOprofile,contactContact,Email Contact
NPOprofile,displayName,Display Name
NPOprofile,displayNamePlaceholder,Display name for your organization
NPOprofile,ein,EIN:
NPOprofile,emailAdmins,Email Admins
NPOprofile,emailPlaceholder,info@oursite.com
NPOprofile,informationEmail,Information Email
NPOprofile,informationNumber,Information Number
NPOprofile,link,Link
NPOprofile,mailingAddress,Mailing Address
NPOprofile,mailingAddressPlaceholder,"101 East Main St, Charleston SC, USA"
NPOprofile,nameOnAccount,Name On Account/Acceptable Payee
NPOprofile,noOrgAwards,This organization has not received any awards in
NPOprofile,noOrgPayments,This organization has not received any payments in
NPOprofile,noOrgReports,This organization does not have any progress reports in
NPOprofile,noOrgRequests,This organization has no requests in
NPOprofile,noPrograms,This organization does not have any related programs.
NPOprofile,noProjects,This organization does not have any projects.
NPOprofile,numberOfAwards,has received a total of
NPOprofile,numberofProgressReports,has a total of
NPOprofile,offlineDonations,Offline Donations
NPOprofile,onlineDontations,Online Donations
NPOprofile,orgInfo,Organization Info
NPOprofile,payment,payment!
NPOprofile,paymentAlert1,has received a total of
NPOprofile,payments,payments!
NPOprofile,phonePlaceholder,(555) 555-5555
NPOprofile,routingNumber,Routing Number
NPOprofile,shortMissionPlaceholder,Short description of your organization or mission
NPOprofile,updateBankInfo,Update Bank Information
NPOprofile,updateOrgInfo,Update Organization Info
NPOprofile,webAddress,Website Address
NPOprofile,webAddressPlaceholder,http://www.my-nonprofit.com
pages,accordion,Accordion
pages,boxed,Boxed
pages,dark,Dark
pages,darkHeader,Dark Header
pages,default,Default
pages,findAProject,Find a Project
pages,fixed,FIxed
pages,fluid,Fluid
pages,footer,Footer
pages,header,Header
pages,hover,Hover
pages,joinAGroup,Join a Group
pages,layout,Layout
pages,layoutUppercase,LAYOUT
pages,left,Left
pages,light,Light
pages,lightHeader,Light Header
pages,right,Right
pages,roundedCorners,Rounded Corners
pages,sidebarMenu,Sidebar Menu
pages,sidebarMode,Sidebar Mode
pages,sidebarPosition,Sidebar Position
pages,squareCorners,Square Corners
pages,themeStyle,Theme Style
pages,themeUppercase,THEME
pages,topDropdowns,Top Dropdowns
payments,awardName,Award Name
payments,paid,Paid
payments,payment,Payment
payments,paymentName,Payment Name
profile,aboutToCancel,You are about to cancel a recurring payroll deduction for
profile,activePayrollDeductions,Active Payroll Deductions
profile,addNewDeduction,Add a new payroll deduction by searching for an organization below
profile,addNewDeductionSelect,Add a new payroll deduction by selecting an organization below
profile,addPayrollDeduction,Add Payroll Deduction
profile,allGroups,All Groups
profile,amountToDonate,Enter the amount you want to donate
profile,annualAmt,Annual Amount
profile,areYouSure,"Are you sure?"
profile,boardRecordCreated,Board Participation record created successfully.
profile,businessUnit,"Business Unit"
profile,cancelDeduction,"Yes, Cancel Enrollment"
profile,changePassword,Change Password
profile,changePic,Change Picture
profile,clickPayrollDonateButton,Click the payroll donations button.
profile,company,"Company"
profile,confirmCancel,Confirm Donation Cancellation
profile,confirmPassword,Confirm Password
profile,confirmPasswordPlaceholder,Re-enter your new password
profile,contactInfo,Contact Info
profile,createGroup,Create A New Group
profile,currency,"Currency"
profile,currentPayrollDeductions,Current Payroll Deductions
profile,dateOfBirth,"Date of Birth"
profile,deductionNote,"Note: if you are canceling a payroll deduction, one more deduction may occur depending on your requested date of cancellation."
profile,deductionsBeginOn,Payroll deductions will begin on
profile,department,"Department"
profile,division,"Division"
profile,doesNotMatch,does not match
profile,donationNotVerified,Donation Not Verified
profile,dontCancel,"No, Do Not Cancel"
profile,editPayrollDeduction,Edit Payroll Deduction
profile,editProfile,Edit Profile
profile,editProfilePic,Edit Profile Picture
profile,emailNotifications,Would you like to receive email notifications to your provided email address?
profile,employeeStatus,"Employee Status"
profile,employeeType,"Employee Type"
profile,employmentInformation,"Employment Information"
profile,enterHonoreeName,Enter the honoree's name I am here
profile,fulfilled,Fulfilled
profile,gender,"Gender"
profile,goalsNotExist,Goals do not exist
profile,goodtoGrant,Pending Payment
profile,groupPrivacyToolTip,"Public groups and be seen and joined by anyone. Invite-Only groups can be found in the search results, but users cannot join them without an invitation. Private groups can not be found in the search results and can only be joined by an invitation."
profile,homePhone,"Home Phone"
profile,inHonorOf,In Honor of
profile,inMemoryOf,In Memory of
profile,inProcess,In Process
profile,invalid,Invalid
profile,isRequired,is required
profile,isToLong,is to long
profile,JobFunction,"Job Function"
profile,jobTitle,"Job Title"
profile,locationCode,"Location Code"
profile,mailStop,"Mail Stop"
profile,managerLevel,"Manager Level"
profile,middleName,Middle Name
profile,myFiscalSponsors,My Fiscal Sponsors
profile,myPayroll,My Payroll Deductions
profile,myProfile,My Profile
profile,newPassword,New Password
profile,newPasswordPlaceholder,Passwords must be at least 6 characters
profile,noCurrentDeductions,You have not set up any payroll deductions for this program.
profile,officePhone,Office Phone
profile,paychecksPerYear,Paychecks Per Year
profile,payrollDeductionProgram,Payroll Deduction Program
profile,pendingInviteTitle,Pending Invitations
profile,pendingReview,Pending Review
profile,perPayPeriod,"Per Pay Period"
profile,personalEmailAddress,"Personal Email Address"
profile,personalInfo,Personal Info
profile,perYear,"Per Year"
profile,pleaseEnterValidEmail,Please enter a valid email
profile,pleaseSelectValidAddress,Please select a valid address
profile,preferredName,"Preferred Name"
profile,profilePicture,Profile Picture
profile,rejected,Rejected
profile,requestPending,Request Pending
profile,scheduled,Scheduled
profile,searchForNPOToDonate,Search for an organization you would like to donate to in the search bar below.
profile,sector,"Sector"
profile,selectNewProfPic,Select a new Profile Picture
profile,selectYourNPOannual,"Select your organization. Then enter the amount you want to donate per year, and we'll calculate the amount deducted per paycheck."
profile,selectYourNPOpayperiod,Select your organization. Then enter the amount you want to donate per paycheck.
profile,settingUpPayrollDeductions,Setting Up and Managing Your Payroll Donations
profile,setupAPayrollDeduction,Setup a Payroll Deduction
profile,specificPurpose,Ask the organization to use the donation for a specific purpose
profile,startGreater,Starting date cannot be greater than ending date.
profile,street,Street
profile,streetAddress1,"Street Address 1"
profile,streetAddress2,"Street Address 2"
profile,suffix,"Suffix"
profile,theChanges,The changes will take effect starting your next pay period
profile,toManageDeductions,to manage your payroll donations
profile,upcomingPayrollDeductions,Upcoming Payroll Deductions
profile,updateSuccessMessage,Your information has been updated
profile,uploadProfilePicture,Upload your profile picture
profile,verified,Verified
profile,verifiedByNonprofit,Verified by Organization
profile,youHaveUntil,You have until
profile,youMayMakeChangesToDeductions, You may make changes to your payroll deductions until close of business on
profile,zip,Zip
profile,zipAndPostalCode,"Zip/Postal Code"
profile,zipPostalCode,"Postal Code"
receipt,advisedCharity,"Advised Charity"
receipt,annualDonationReceipt,"Annual Donation Receipt"
receipt,annualStatement,"Annual Statement"
receipt,dwAddressLine1,"2750 S. Kanner Highway"
receipt,dwAddressLine2,"Stuart, Florida 34994"
receipt,dwTaxReceiptText0,"Thank you for using your Good Done Great account to make donations between"
receipt,dwTaxReceiptText1,". Your total giving of"
receipt,dwTaxReceiptText10,"In accordance with IRS requirements for charitable contributions, DonateWell acknowledges that no goods or services, or quid pro quo benefits (tangible or intangible) were provided to you by DonateWell in consideration of your charitable gift(s)."
receipt,dwTaxReceiptText11,"With appreciation,"
receipt,dwTaxReceiptText12,"David Barach"
receipt,dwTaxReceiptText13,"Chair of DonateWell"
receipt,dwTaxReceiptText2,"has made a great impact on the lives of those who are benefiting from your personal generosity. Thank you!"
receipt,dwTaxReceiptText3,"While you advised your donation(s) to one or more different recipient charities, your donation(s) were made to DonateWell, and applied towards your personal Donor Advised Fund account. For tax reporting purposes, DonateWell is the charity that received your donation(s)."
receipt,dwTaxReceiptText4,"This document serves as a consolidated year-end receipt for charitable donations in the amount of "
receipt,dwTaxReceiptText5," made by "
receipt,dwTaxReceiptText6," to DonateWell between "
receipt,dwTaxReceiptText7,"Any tax deductible receipts you may have inadvertently received from a nonprofit for advisements listed below are ineligible for tax reporting purposes."
receipt,dwTaxReceiptText8,"Log in to your Good Done Great account at any time to view the details of your donations, gifts distributed to your charities, and your account balance available for making additional gifts."
receipt,dwTaxReceiptText9,"Please note that the IRS requires that you retain this letter as a receipt to substantiate your charitable gift. DonateWell is a 501(c)3 public charity, Federal ID:46-0942102."
receipt,dwTaxReceiptText9,"Please note that the IRS requires that you retain this letter as a receipt to substantiate your charitable gift. DonateWell is a 501(c)3 public charity, Registration ID:46-0942102."
receipt,receiptDetails,"Receipt Details"
receipt,taxReceipt,"Tax Receipt"
requests,emailConfirmation,You should also receive an email confirmation of your submission.
requests,noAmountRequested,No amount requested
requests,noAwards,No awards to show.
requests,noPayments,No payments to show.
requests,noReports,No progress reports to show.
requests,noRequests,No requests to show.
requests,noRequestsForReview,You do not have any assigned requests for review.
requests,noReviews,No reviews to show.
requests,progressSubmittedOn,Your progress report has been submitted on
requests,requestSubmittedOn,Your request has been submitted on
requests,thankYouForCommitment,Thank you for your commitment to our community!
requests,viewAll,View All Requests
requests,viewAllReports,View All Reports
review,employeeReviewer,Employee Reviewer
review,employeeReviewers,Employee Reviewers
review,externalReviewer,External Reviewer
review,externalReviewers,External Reviewers
review,manageReviewers,Manage Reviewers
review,requestsForReview,Requests for Review
review,reviewCommittee,Review Committee
review,reviewCommittees,Review Committees
review,reviewers,Reviewers
rules,contains,"{source} contains {value}"
rules,doesNotContain,"{source} does not contain {value}"
rules,doesNotEndWith,"{source} does not end with {value}"
rules,doesNotEqual,"{source} does not equal {value}"
rules,doesNotStartWith,"{source} does not start with {value}"
rules,endsWith,"{source} ends with {value}"
rules,equals,"{source} equals {value}"
rules,isGreaterThan,"{source} is greater than {value}"
rules,isLessThan,"{source} is less than {value}"
rules,isNotGreaterThan,"{source} is not greater than {value}"
rules,isNotLessThan,"{source} is not less than {value}"
rules,startsWith,"{source} starts with {value}"
rules,theAnswerTo,"the answer to {question}"
rules,theCurrentUsersName,"the current user's name"
rules,theCurrentUsersType,"the current user's type"
rules,thisIsHiddenBecause,"This is hidden for one or more of these reasons:"
rules,thisIsInvalidBecause,"This is invalid for one or more of these reasons:"
rules,thisIsReadOnlyBecause,"This is read only for one or more of these reasons:"
search,add,"Add"
search,addAnOrg,"Add an Organization"
search,additionalDetails,"Additional Details"
search,addOrg,"Add Organization"
search,addOrgInstructions,"Please click the Add Organization button below to complete the form to have your organization added to the database."
search,address1,"Address Line 1"
search,address2,"Address Line 2"
search,adminEmail,Administrator's Email
search,cantFind,Can't find what you're looking for
search,cantFindOrg,Can't find your organization in the results
