area,key,zh-CN
emails,progressDue1,您有到期的进度报告
emails,progressDue2,请制定计划，在……之前完成并提交您的进度报告
emails,progressDueSubject,进度报告到期
emails,progressPastDue1,我们的记录显示，您的……进度报告
emails,progressPastDue2,于……到期
emails,progressPastDue3,现已过期。我们迫切希望听到您的项目/计划成功的消息。请尽快提交您的进度报告。
emails,progressPastDueSubject,进度报告过期
emails,progressRptSubmitted,进度报告已收到
emails,progressRptSubmitted1,我们收到了您的进度报告，提交
emails,progressRptSubmitted2,在……授予您资金的报告
emails,progressRptSubmitted3,计划。感谢您及时向我们提交此信息。
emails,projectApproved,建议的项目已批准
emails,projectApproved1,您的志愿者项目，
emails,projectApproved2,已获批准，并对志愿者开放报名！请至
emails,projectApproved3,添加您的任务、邀请志愿者等等。您还可使用本站点跟踪志愿者、监控候选名单、输入志愿者跟踪活动的时数。
emails,projectDate,项目开始日期
emails,projectDate,项目日期
emails,projectDeclined,建议的项目已被拒绝
emails,projectDeclined1,我们遗憾地通知您，您的项目，
emails,projectDeclined2,，未被批准。您将从计划管理人收到有关拒绝详情的补充信息。感谢您的兴趣，我们鼓励您以后继续使用员工志愿者网站，提出更多项目建议。
emails,projectFull,您要协调的项目已满！
emails,projectStarting,您要协调的项目即将开始……
emails,projectStarting1,您的志愿者项目，
emails,projectStarting2,，定于…开始
emails,projectStarting2,计划于……开始
emails,projectStarting3,。请确保您已审核项目所需的一切，并与您的志愿者沟通。
emails,projectStartVol,您志愿参加的志愿者项目即将开始…
emails,projectStartVol1,志愿者项目，
emails,projectStartVol2,定于…开始
emails,projectStartVol3,。请确保您已审核参加该项目所需的一切条件，并且您已做好准备。
emails,projectWaitlist,您要协调的项目有一份候选名单
emails,projectWaitlist1,您的项目，
emails,projectWaitlist2,，将于……开始
emails,projectWaitlist3,已达到最大能力，现在有志愿者在候选名单。请访问员工志愿者网站
emails,projectWaitlist4,管理您的项目志愿者。如有空位可用，我们将通知您，以便您将志愿者移出候选名单。
emails,reopenedRequest,重新开启 - 需要补充信息
emails,reopenedRequest1,您的申请，
emails,reopenedRequest2,，已重新开启，因为需要补充信息。请审核下面的这些需求：
emails,request,申请：
emails,requestReceived,申请已收到
emails,requestsDue1,本邮件旨在通知您，……提交的截止日期
emails,requestsDue2,已临近。请务必
emails,requestsDue3,在……之前完成您的申请
emails,requestsDue4,如您未及时完成申请，您的申请则会标记为未完成，将不会考虑授予您资金。
emails,requestsDueSubject,申请截止日期已临近
emails,reviewsDue,您有指定给您审核且尚未完成的申请。请尽快完成这些审核，以便我们能够针对这些申请的资助做出明智的决定。
emails,reviewsDueSubject,指定给您审核的申请
emails,s_promptSearchProjects,搜索项目
emails,sendEmployeeProjectAutoRegSubject,被添加为…的志愿者
emails,sendEmployeeProjectInvitationSubject,参加……的邀请
emails,sendGroupAcceptanceMessageSubject,小组邀请已接受
emails,sendGroupInvitation1,已邀请您加入小组
emails,sendGroupInvitationSubject,加入……的邀请
emails,sendGroupRequest1,申请加入小组
emails,sendGroupRequestSubject,加入……的申请
emails,sendGuestProjectAutoRegInvitation1,请审核下列项目细节，将本信息加入您的日程表。我们期待在我们的社区与您一起工作！如您无法参与，您可
emails,sendGuestProjectAutoRegInvitation2,取消订阅
emails,sendGuestProjectAutoRegInvitation3,从本项目
emails,sendGuestProjectInvite1,您已受到……邀请
emails,sendGuestProjectInvite2,担任……的志愿者
emails,sendGuestProjectInvite3,请审核下列项目细节，将本信息加入您的日程表。我们期待在我们的社区与您一起工作！您可
emails,sendGuestProjectInvite4,在此接受或拒绝本邀请
emails,sendGuestProjectInvite5,志愿者项目
emails,sendGuestProjectInvite6,项目领导
emails,sendGuestProjectInvite7,项目开始日期
emails,sendGuestProjectInvite8,志愿者项目
emails,sendGuestProjectInviteSubject,参加……的邀请
emails,sendProjectCancellationMessage1,已由协调人取消
emails,sendProjectCancellationMessageSubject,已取消
emails,sendProjectRegistrationMessage1,您的注册已被确认！请在下方查看，返回
emails,sendProjectRegistrationMessageSubject,注册已确认
emails,sendProjectSpaceAvailableSubject,注册候选名单上的志愿者
emails,sendProjectWaitlistMessage1,感谢您报名参加
emails,sendProjectWaitlistMessage2,非常遗憾，没有空位可用。不过，您已被列入候选名单。如有空位可用，您将被项目领导加入项目。如您已被确认为参与者，随后将会向您发送电子邮件。感谢您在当地社区所起的作用。
emails,sendProjectWaitlistRemoval1,有一职位在……开放
emails,sendProjectWaitlistRemoval2,志愿者项目，您已注册并移出候选名单！请查看下面的项目详情，访问
emails,sendProjectWaitlistRemoval3,志愿者网站
emails,sendProjectWaitlistRemoval4,了解有关您的志愿者项目的更多信息！
emails,sendProjectWaitlistRemoval5,计划
emails,signUpHere,在此注册
emails,sincerely,谨致问候，
emails,spaceAvailabe,您要协调的项目有空位可用
emails,spaceAvailable1,感谢您抽出时间协调
emails,spaceAvailable2,项目！由于取消您的一个志愿者，您的项目中现有空位可用。您的项目有志愿者在候选名单，因此，请访问员工志愿者网站
emails,spaceAvailable3,管理您的志愿者。
emails,submittedLOI1,感谢您提交……意向书
emails,submittedLOI2,资金授予。我们将审核您的申请，通知您相关状态。如有疑问，请尽管随时联系我们。
emails,submittedRequest1,感谢您提交申请
emails,submittedRequest2,为了
emails,submittedRequest3,资金授予。我们将审核您的申请，通知您的状态。如有疑问，请尽管随时联系我们。
emails,suggestedProject1,感谢您建议一个新的志愿者项目！您的项目，
emails,suggestedProject1,感谢您推荐新的志愿者项目！您的项目
emails,suggestedProject2,，正等待审核和批准。我们很快将把状态告诉您。
emails,suggestedProject2,正在等候审批。我们将很快告知您其当前所处的状态。
emails,suggestedProjectRecievedSubject,项目建议已收到
emails,thankCoordinator,感谢您协调志愿者项目
emails,thankCoordinator1,感谢您抽出时间协调
emails,thankCoordinator2,项目！请切记访问员工志愿者网站，您可在此记录您的志愿者时数，并为参加项目的其它志愿者记录时数。
emails,thanksAgain,再次感谢
emails,thankYou,谢谢
emails,thankYou1,感谢您，
emails,thankYouCoord,感谢您的协调！
emails,thankYouForMakingADifference,感谢您在我们社区所起的作用！
emails,thankYouForSubmitting,感谢您代表……提交志愿者资金申请
emails,thankYouForSubmitting,感谢您代表...提交志愿者资助申请
emails,thankYouForSubmittingBoard,感谢您代表……提交董事会资金申请
emails,thankYouForSubmittingBoard,感谢您代表...提交董事会资助申请
emails,time,时间
emails,toProjectPage,转至项目页面
emails,verify_email_body,感谢注册，请点击以下链接来验证您的电子邮件地址。
emails,verify_email_subject,欢迎
emails,verify_email_subject,欢迎来到Good Done Great
emails,viewRequest,查看申请
emails,volEligibility1,根据您在……的志愿者时间，您有资格申请志愿者资金
emails,volEligibility2,您可在财年结束前随时在员工门户申请资金。
emails,volEligibility3,感谢您抽出宝贵时间，为我们的社区提供服务！
emails,volEligibilitySub,志愿者资金资质
emails,volGrantAccepted1,感谢您代表……提交
emails,volGrantAccepted2,代表…的资助申请
emails,volGrantAccepted2,资金申请
emails,volGrantAccepted3,金额为
emails,volGrantAccepted4,我们已经批准您的
emails,volGrantAccepted5,资助申请并将资金拨给
emails,volGrantAccepted5,资金申请，会将资金拨于
emails,volGrantAccepted6,您的名下。感谢您抽出宝贵时间，为我们的社区提供服务！
emails,volHoursConfirm1,感谢您为……所做的志愿者工作
emails,volHoursConfirm1,感谢您志愿参加
emails,volHoursConfirm2,为了
emails,volHoursConfirm3,时数。我们珍视您的辛勤工作和对我们社区的奉献。
emails,volHoursConfirmSub,感谢您的志愿者工作
emails,volunteerFor,为…担任志愿者
emails,volunteerGrantDeclined1,亲爱的
emails,volunteerGrantDeclined2,感谢您代表……提交
emails,volunteerGrantDeclined3,资金申请
emails,volunteerGrantDeclined4,金额为
emails,volunteerGrantDeclined5,非常遗憾，我们拒绝了您的
emails,volunteerGrantDeclined6,资金申请
emails,volunteerGrantDeclined7,如您有进一步的问题，请联系我们。感谢您抽出宝贵时间，为我们的社区提供服务！
emails,volunteerGrantDeclined8,谢谢您，
emails,volunteerGrantDeclinedSubject,资金已被拒绝
emails,volunteerProject,志愿者项目
emails,welcome,欢迎
emails,welcomeApplicant1,已在下方为您创建一个新账户：
emails,welcomeApplicant2,资助申请门户网站。若要登录，请访问
emails,welcomeApplicant3,并使用您的电子邮件地址登录。
emails,welcomeApplicant4,您的临时密码是：
emails,welcomeReviewer,欢迎审核者
emails,yourRequestTo,您的……申请
feeds,feedError,加载馈送时出现错误。
feeds,feedPromptGroup,分享您的想法…
feeds,feedPromptNonprofit,分享您的想法…
feeds,feedPromptProgram,分享您的想法…
feeds,feedPromptProject,分享您的想法…
feeds,filterAll,所有
feeds,filterCharity,慈善机构
feeds,filterCompany,公司
feeds,filterCoworker,同事
feeds,filterGroup,团体
feeds,filterProgram,计划
feeds,filterProject,项目
feeds,ifYouWouldLikeToSearch,如您希望搜索其他机构或合作者并对其予以关注，请点击下列适当的按钮开始搜索。
feeds,ifYouWouldLikeToSearch,如果您想搜索其它机构或同事来关注，请在下方点击相应的按钮开始。
feeds,me,我
feeds,msgErrUnableToFollow,抱歉，目前无法关注{0}
feeds,msgErrUnableToUnFollow,抱歉，目前无法取消关注{0}
feeds,msgNotFollowingAnyone,在这里您将看到您所关注人员、机构、计划、项目和团体的列表。从下方选择一个选项来找到机构或同事，然后点击“关注”。访问志愿者页面来关注一个志愿者项目，或者访问捐赠页面来关注一个捐赠计划。在您的用户资料页面创建一个团体，以便您和其他团体成员可以关注该团体的活动。
feeds,msgNotFollowingAnyone,您在此处可以看到所关注的人、机构、计划、项目和团体的列表。选择以下一个选项来查找机构或同事，然后点击关注。访问志愿者页面来关注志愿者项目，或访问捐赠页面来关注捐赠计划。在用户资料页面创建团体，以便使您和其他团体成员能关注该团体的活动。
feeds,msgYouAreNoLongerFollowing,您不再关注{0}
feeds,msgYouAreNowFollowing,您在关注{0}
feeds,postYourComment,发表评论
feeds,shareThoughts,分享您的想法…
feeds,volHoursConfirm1,感谢您志愿参加
feeds,welcome,欢迎
feeds,welcomeApplicant1,已在下方为您创建一个新账户：
feeds,welcomeApplicant2,资助申请门户网站。若要登录，请访问
feeds,welcomeApplicant3,并使用您的电子邮件地址登录。
feeds,welcomeApplicant4,您的临时密码是：
feeds,welcomeReviewer,欢迎审核者
goals,createNew,创建新目标
goals,currentGoals,当前目标
goals,feedError,加载馈送时出现错误。
goals,goal,目标
goals,ifYouWouldLikeToSearch,如您希望搜索其他机构或合作者并对其予以关注，请点击下列适当的按钮开始搜索。
goals,in,在
goals,iWantTo,我想
goals,msgErrUnableToFollow,抱歉，目前无法关注{0}
goals,msgErrUnableToUnFollow,抱歉，目前无法取消关注{0}
goals,msgNotFollowingAnyone,您在此处可以看到所关注的人、机构、计划、项目和团体的列表。选择以下一个选项来查找机构或同事，然后点击关注。访问志愿者页面来关注志愿者项目，或访问捐赠页面来关注捐赠计划。在用户资料页面创建团体，以便使您和其他团体成员能关注该团体的活动。
goals,postYourComment,发表评论
goals,progress,进展
group,acceptInvite,接受邀请
group,acceptRequest,接受申请
group,addAdmin,添加管理员状态
group,allCoworkers,所有同事
group,allGroups,所有团体
group,approve,批准
group,cancelInvitation,取消邀请
group,changedStatus,小组状态变更为：
group,changeMemberStatus,更改状态
group,createGroup,创建团体
group,createGroup,大组
group,declineInvite,拒绝邀请
group,deleteGroup,删除组
group,editMember,编辑团体成员
group,getYourGroupInvolved,让您的团体参与！
group,groupAdmin,团体管理员：
group,groupDescription,团体描述
group,groupMessage,团体消息
group,groupName,团体名称
group,groupNoGivingMessage,您的团体尚不十分活跃。随着他们进行捐赠和担任志愿者，您将能看到他们支持的每个计划的概要信息。
group,groupsNotExist,团体不存在
group,groupStatus,小组状态
group,invitations,邀请
group,invite,邀请
group,inviteGroupMembers,邀请团体成员
group,inviteMembers,邀请成员
group,leaveGroup,退出团体
group,member,成员
group,memberInfo,成员信息
group,members,成员
group,membershipRequests,成员资格请求
group,messageMessage,消息
group,messageSend,发送消息
group,messageSubject,主题
group,msgNotFollowingAnyone,在这里您将看到您所关注人员、机构、计划、项目和团体的列表。从下方选择一个选项来找到机构或同事，然后点击“关注”。访问志愿者页面来关注一个志愿者项目，或者访问捐赠页面来关注一个捐赠计划。在您的用户资料页面创建一个团体，以便您和其他团体成员可以关注该团体的活动。
group,myGroups,我的团体
group,newGroup,新团体
group,newGroupMessage,新团体消息
group,noCoworkers,您的搜索返回了0个结果。
group,noInvitations,目前没有邀请。
group,noPending,选择查找同事来搜索同事，以邀请他们加入您的团体。
group,noRequests,目前没有任何成员资格请求。
group,participating,正在参与
group,pendingInvitations,起草邀请
group,percentParticipating,参与百分比
group,reject,拒绝
group,removeAdmin,删除管理员状态
group,requestInvitation,请求邀请
group,sendInvitation,发送邀请
group,sendInvitations,发送邀请
group,set,设置
home,createGroup,创建团体
home,search,搜索
images,addAPhoto,添加照片
images,addPhoto,添加照片
images,chooseADifferentPhoto,选择其它照片
images,chooseAPhoto,选择照片
images,cropPhoto,裁切
images,deletePhoto,删除照片
images,editMember,编辑团体成员
images,enterATitleForThisImage,为该图像输入标题
images,loadingPhoto,正在加载照片…
images,member,成员
images,memberInfo,成员信息
images,percentParticipating,参与百分比
images,removeAdmin,删除管理员状态
images,rotatePhoto,旋转
images,search,搜索
images,sendInvitation,发送邀请
impact,chooseADifferentPhoto,选择其它照片
impact,chooseAPhoto,选择照片
impact,cropPhoto,裁切
impact,deletePhoto,删除照片
impact,enterATitleForThisImage,为该图像输入标题
impact,lastYear,去年
impact,lifetime,存在期
impact,loadingPhoto,正在加载照片…
impact,noGivingGetStartedMessage,开始产生影响！
impact,noGivingLastYearMessage,抱歉，您没有去年的团体捐赠信息
impact,noGivingMessage,无论您通过捐款或担任志愿者来帮助某个机构，您都会产生影响。在您继续回馈社区的同时，我们将帮您记录个人贡献。
impact,noGivingTitle,监测您的影响力！
impact,noGroupGivingLastYearMessage,抱歉，您没有去年的团体捐赠信息
impact,noGroupGivingMessage,通过与其他人合作，您可以用自己的捐赠产生更大的影响。您目前不属于正在积极捐赠的任何团体。加入团体后您将能看到该团体在今年、去年，以及本团体存在期内的表现。
impact,noGroupGivingTitle,团体捐赠！
impact,rotatePhoto,旋转
impact,yourTotalImpact,您的总体影响
language,chinese,汉语
language,dutch,荷兰语
language,english,英语
language,englishCA,英语（加拿大）
language,englishUK,英语（英国）
language,french,法语
language,frenchCA,法语（加拿大）
language,german,德语
language,italian,意大利语
language,noGroupGivingLastYearMessage,抱歉，您没有去年的团体捐赠信息
language,noGroupGivingMessage,通过与其他人合作，您可以用自己的捐赠产生更大的影响。您目前不属于正在积极捐赠的任何团体。加入团体后您将能看到该团体在今年、去年，以及本团体存在期内的表现。
language,noGroupGivingTitle,团体捐赠！
language,portuguese,葡萄牙语
language,spanish,西班牙语
manage,2013,2013年
manage,2014,2014年
manage,2015,2015年
manage,2016,2016
manage,2016,2016年
manage,2017,2017
manage,2017,2017年
manage,2018,2018
manage,2018,2018年
manage,2019,2019
manage,2019,2019年
manage,abandoned,放弃
manage,accept,接受
manage,acceptAward,接受授予
manage,agreementText,我已阅读并同意上述文件，确认我的机构信息正确无误。
manage,agreementText2,我确认我的机构信息正确无误。
manage,approved,已批准
manage,awardAgreement,授予协议
manage,awardDate,授予日起
manage,awarded,已获得
manage,awardInformation,授予信息
manage,awardMessage,恭喜！您已被授予
manage,awards,奖励
manage,budget,预算
manage,budgets,预算
manage,clickToUploadAgreement,上传完成的协议
manage,clickToUploadAgreement,点击此处上传协议
manage,congratsMessage,恭喜！您获得了
manage,congratsMessage2,补助！
manage,congratsMessageAward,恭喜您被授予
manage,congratsString,恭喜您的授予！
manage,congratulationsString,恭喜您获得奖励！对于拟发放的款项，您必须先下载并完成补助协议
manage,congratulationsString,若要发放款项，请阅读并认可协议，在下面验证您的机构信息。可能会有附加要求直接与您沟通。
manage,congratulationsString2,若要发放款项，请在下面验证您的机构信息。可能会有附加要求直接与您沟通。
manage,createApplication,创建申请
manage,cycleStart,周期开始：
manage,date,日期
manage,decided,已决定
manage,downloadAgreement,下载协议
manage,draft,起草
manage,EIN,注册ID
manage,EIN,雇主识别号码
manage,forReview,以供审核
manage,grant,补助
manage,grantAgreement,准备提交您完成的协议？
manage,grantAgreement,已下载并完成协议？把它上传到此处来提交：
manage,grantProgram,补助计划
manage,incomplete,未完成
manage,inReview,检查中
manage,inviteNPO,邀请一家机构
manage,inviteNPO,邀请非盈利机构
manage,inviteNPOApply,邀请非盈利机构申请
manage,loi,意向书
manage,loiDeadline,意向书到期：
manage,loiDeclined,已拒绝意向书
manage,loiSubmitted,已提交意向书
manage,myRequests,我的申请
manage,needsAgreement,需要协议
manage,newRequest,新申请
manage,nominate,提名
manage,nonprofit,机构
manage,noOpenCycles,目前，有没有可用的开放周期。
manage,noOpenCycles,目前没有可用的开放周期。
manage,notAwarded,没有授予
manage,openCycle,开放：
manage,organization,机构
manage,paymentDate,付款日期
manage,program,计划
manage,progressMessage,您在……有进度报告到期
manage,progressMessage,您有一个将在…到期的进度报告
manage,readAndAcknowledge,阅读并认可
manage,region,区域
manage,registrationId,注册号
manage,registrationIdIfApp,注册ID（如适用）
manage,reopened,重新打开
manage,requestDeadline,申请到期：
manage,requests,请求
manage,sponsor,赞助人
manage,startReport,启动报告
manage,status,状态
manage,submit,提交
manage,submitAgreement,提交协议
manage,thisYear,今年
manage,type,类型
manage,updateInformation,更新信息
manage,uploadAgreement,上传协议
manage,volunteer,志愿者
manage,vote,投票
message,archive,档案
message,body,组织
message,budget,预算
message,companyMessages,公司消息
message,delete,删除
message,EIN,注册ID
message,emailError,向您发送电子邮件时出错。请确保您的个人资料上的电子邮件地址是正确的。
message,emailSend,发送一封电子邮件
message,emailSent,电子邮件已成功发送。
message,from,从
message,givingHistory,捐赠历史
message,goToBoardPage,转至董事会资金页面
message,goToProjectPage,转至项目页面
message,goToVolunteerPage,转到志愿者页面
message,inbox,收件箱
message,inviteNPO,邀请一家机构
message,manageGroup,管理团体
message,manageProject,管理项目
message,markasread,标记为已读
message,markasunread,标记为未读
message,messages,消息
message,needsAgreement,需要协议
message,noMessages,没有消息
message,noOpenCycles,目前，有没有可用的开放周期。
message,of,的
message,restore,还原到收件箱
message,searchForAnotherNPO,搜索其它机构
message,searchForAnotherNPO,搜索另一机构
message,searchProjects,搜索项目
message,send,发送
message,sent,已发送
message,subject,主题
message,submitAgreement,提交协议
message,to,至
message,toCap,至
message,viewGroup,查看团体
message,viewProject,查看项目
message,viewProjectAndSignUp,查看项目和注册
message,viewRequest,查看申请
message,viewRequests,查看申请
nonprofits,accepted,已接受
nonprofits,activities,活动
nonprofits,affiliation,隶属机构
nonprofits,assets,资产
nonprofits,awards,奖励
nonprofits,claimFiscalSponsor,宣称财政赞助人
nonprofits,contacts,联系方式
nonprofits,date,日期
nonprofits,deductibility,扣除
nonprofits,donateWell,DonateWell
nonprofits,donateWellButtonTooltip,在DonateWell中查看和编辑该机构的资料。
nonprofits,exemptOrganizationStatus,豁免机构状态
nonprofits,filingRequirements,申报要求
nonprofits,financials,财务
nonprofits,fiscalSponsorInstructions,为了代表使用财政赞助人的非503(c)机构申请，您必须输入您的机构的一些相关信息。
nonprofits,fiscalSponsorInstructions,为了用财政赞助人代表非503(c)机构申请，必须输入有关您机构的一些信息。
nonprofits,fiscalSponsorInstructions,若要采用财务资助并代表非503（c）机构提出申请，必须输入您的机构信息。
nonprofits,fiscalSponsors,财政赞助人
nonprofits,fiscalYearEnd,财年结束
nonprofits,foundationStatus,基金状态
nonprofits,grantProgram,补助计划
nonprofits,groupExemptionNumber,团体豁免号码
nonprofits,income,收入
nonprofits,lastTaxReturn,上次的纳税申报
nonprofits,latestIRSFiling,最新的美国国税局申报
nonprofits,myNposHeader,我宣称的机构
nonprofits,myNposHeader,我领取的非盈利机构
nonprofits,myOrgsHeader,我领取的机构
nonprofits,newOrgSubmitButton,创建机构
nonprofits,newRequest,新请求
nonprofits,noneClaimed,您没有选择任何机构。
nonprofits,nonprofit,机构
nonprofits,nonprofitFocus,机构重心
nonprofits,nonprofitFocus,非盈利机构聚焦
nonprofits,nonprofits,机构
nonprofits,opportunitiesToDonate,捐赠机会
nonprofits,opportunitiesToVolunteer,担任志愿者的机会
nonprofits,organization,机构
nonprofits,orgName,机构名称
nonprofits,overview,概观
nonprofits,payments,支付
nonprofits,pub78,出版78状态
nonprofits,reports,报告
nonprofits,requested,已请求
nonprofits,requestName,请求名称
nonprofits,requests,请求
nonprofits,revenue,财政收入
nonprofits,rulingDate,批示日期
nonprofits,searchPrompt,宣称您的机构，按名称、位置，或EIN搜索。
nonprofits,searchPrompt,若要找到您的机构，使用名称、地点或注册ID搜索。
nonprofits,slider,滑动条
nonprofits,socialLinks,社会联系
nonprofits,socialStream,社会团体
nonprofits,status,状态
nonprofits,subsection,分部
nonprofits,type,类型
nonprofits,year,年
NPOprofile,account,帐户
NPOprofile,accountNumber,帐号
NPOprofile,activities,活动
NPOprofile,addAContact,添加联系人
NPOprofile,addASocialLink,添加社交链接
NPOprofile,award,拨款！
NPOprofile,award,授予！
NPOprofile,awards,拨款！
NPOprofile,awards,授予！
NPOprofile,bankInfo,银行信息
NPOprofile,bankName,银行名称
NPOprofile,bankNamePlaceholder,银行的法定全称
NPOprofile,contactAdmin,电子邮件管理员
NPOprofile,contactContact,电子邮件联系人
NPOprofile,displayName,显示名称
NPOprofile,displayNamePlaceholder,机构的显示名称
NPOprofile,ein,雇主识别号码
NPOprofile,emailAdmins,电子邮件管理员
NPOprofile,emailPlaceholder,info@oursite.com
NPOprofile,informationEmail,信息电子邮件
NPOprofile,informationNumber,信息编号
NPOprofile,link,链接
NPOprofile,mailingAddress,通讯地址
NPOprofile,mailingAddressPlaceholder,"101 East Main St, Charleston SC, USA"
NPOprofile,mission,使命
NPOprofile,nameOnAccount,帐户姓名/可接受的收款人
NPOprofile,noOrgAwards,此机构在……没有收到任何资金授予
NPOprofile,noOrgPayments,此机构在……没有收到任何付款
NPOprofile,noOrgReports,该机构没有…的任何进度报告
NPOprofile,noOrgRequests,此机构在……没有任何申请
NPOprofile,noPrograms,此机构没有任何相关计划。
NPOprofile,noProjects,此机构没有任何项目。
NPOprofile,numberOfAwards,总共收到
NPOprofile,numberofProgressReports,拥有总计
NPOprofile,offlineDonations,离线捐赠
NPOprofile,onlineDontations,在线捐赠
NPOprofile,orgInfo,机构信息
NPOprofile,payment,付款！
NPOprofile,paymentAlert1, 总共收到
NPOprofile,paymentAlert1,已收到总计
NPOprofile,payments,付款！
NPOprofile,phonePlaceholder,(646) 580-6284
NPOprofile,routingNumber,汇款路径号码
NPOprofile,shortMissionPlaceholder,机构或使命的简短描述
NPOprofile,type,类型
NPOprofile,updateBankInfo,更新银行信息
NPOprofile,updateOrgInfo,更新机构信息
NPOprofile,webAddress,网址
NPOprofile,webAddressPlaceholder,http://www.my-nonprofit.com
NPOprofile,webAddressPlaceholder,http://www.my-organization.com
pages,accordion,褶皱
pages,boxed,加框
pages,dark,暗色
pages,darkHeader,暗色页眉
pages,default,默认
pages,findAProject,查找项目
pages,fixed,固定
pages,fluid,流动
pages,footer,页脚
pages,header,页眉
pages,hover,悬停
pages,joinAGroup,加入小组
pages,layout,布局
pages,layoutUppercase,布局
pages,left,左
pages,light,亮色
pages,lightHeader,亮色页眉
pages,right,右
pages,roundedCorners,圆角
pages,sidebarMenu,工具条菜单
pages,sidebarMode,工具条模式
pages,sidebarPosition,工具条位置
pages,squareCorners,方角
pages,themeStyle,主题风格
pages,themeUppercase,主题
pages,topDropdowns,顶部下拉菜单
payments,awardName,拨款名称
payments,organization,机构
payments,paid,已支付
payments,payment,支付
payments,paymentName,付款名称
profile,activePayrollDeductions,主动薪资扣除
profile,addNewDeduction,通过在下方搜索机构来添加新的工资扣款
profile,addNewDeduction,通过在以下搜索机构，添加新的薪资扣除
profile,addNewDeductionSelect,通过在下方选择机构来添加新的工资扣款
profile,addPayrollDeduction,添加薪资扣除
profile,allGroups,所有团体
profile,amountToDonate,输入您想捐赠的金额
profile,annualAmt,全年款额
profile,awardName,拨款名称
profile,boardRecordCreated,董事会参加记录已成功创建。
profile,businessUnit,业务部门
profile,cancelRequest,取消请求
profile,changePassword,更改密码
profile,changePic,更改图片
profile,city,城市
profile,clickPayrollDonateButton,点击薪资捐赠按钮。
profile,company,公司
profile,confirmPassword,确认密码
profile,confirmPasswordPlaceholder,重新输入您的新密码
profile,contactInfo,联系方式
profile,country,国家
profile,createGroup,创建新团体
profile,currency,货币
profile,currentPayrollDeductions,当前的薪资扣除
profile,dateOfBirth,出生日期
profile,dedicateThisGift,将这份礼物献给朋友或亲人
profile,deductionsBeginOn,薪资扣除将于…开始
profile,department,科室
profile,division,部门
profile,doesNotMatch,不匹配
profile,donationNotVerified,捐赠未被验证
profile,editProfile,编辑简况
profile,editProfilePic,编辑资料图片
profile,emailAddress,电子邮件地址
profile,emailNotifications,您想在所提供的电子邮件地址收到电子邮件通知吗？
profile,employeeStatus,员工状态
profile,employeeType,员工类型
profile,employmentInformation,就业信息
profile,enterHonoreeName,在此处输入领奖人的姓名
profile,fulfilled,完成
profile,fullAddress,完整地址
profile,gender,性别
profile,goalsNotExist,目标不存在
profile,goodtoGrant,待付款
profile,groupName,团体名称
profile,groupPrivacy,隐私
profile,groupPrivacyToolTip,任何人都能看到和加入公共团体。仅限邀请的团体能在搜索结果中找到，但用户要收到邀请才能加入它们。私人团体不能在搜索结果中找到，并且只能通过邀请加入。
profile,groupPrivacyToolTip,公共小组可由任何人查看并加入。仅邀请小组可在搜索结果中找到，但如无邀请，用户无法加入其中。私人小组无法在搜索结果中找到，仅可受邀加入。
profile,groupsHeader,团体
profile,groupsNotExist,团体不存在
profile,homePhone,家庭电话
profile,inHonorOf,为了向…致敬
profile,inMemoryOf,为了纪念
profile,inProcess,在进行中
profile,invalid,无效
profile,inviteHeader,邀请团体成员
profile,isRequired,…是必须的
profile,isToLong,…过长
profile,JobFunction,工作职能
profile,jobTitle,职位名称
profile,joinGroup,加入
profile,leaveGroup,离开团体
profile,locationCode,地区代码
profile,mailStop,邮递点
profile,makeDonationAnonymously,使该次捐赠匿名
profile,managerLevel,经理级别
profile,middleName,中间名
profile,mobilePhone,手机
profile,myFiscalSponsors,我的财政赞助人
profile,myGroups,我的团体
profile,myPayroll,薪资扣除
profile,myProfile,我的简况
profile,newGroup,新团体
profile,newPassword,新密码
profile,newPasswordPlaceholder,密码必须至少6个字符
profile,noCurrentDeductions,您尚未设置该计划的任何薪资扣除。
profile,officePhone,办公室电话
profile,organization,机构
profile,paid,已支付
profile,paychecksPerYear,每年的薪水
profile,payment,支付
profile,paymentName,付款名称
profile,payrollDeductionProgram,薪资扣除计划
profile,payrollDeductions,薪资扣除
profile,pendingInviteTitle,待定邀请
profile,pendingReview,待审核
profile,perPayPeriod,每一薪金周期
profile,personalEmailAddress,个人电子邮件地址
profile,personalInfo,个人信息
profile,perYear,每年
profile,pleaseEnterValidEmail,请输入有效的电子邮件
profile,pleaseSelectValidAddress,请选择有效的地址
profile,preferredName,首选名称
profile,profile,资料
profile,profilePicture,资料图片
profile,rejected,已拒绝
profile,requestInvite,请求邀请
profile,requestPending,未决请求
profile,scheduled,已排程
profile,searchForNPOToDonate,在下列搜索栏中搜索您欲对其捐赠的机构。
profile,searchForNPOToDonate,在以下搜索栏中搜索您想捐赠的机构。
profile,sector,部门
profile,selectNewProfPic,选择新的资料图片
profile,selectYourNPO,选择您的机构。然后输入您每年想捐赠的金额，然后我们会计算从每次的薪水中扣除的金额。
profile,selectYourNPOannual,选择您的机构。然后，输入您想每年捐赠的金额，我们将会计算从每笔薪金中扣除的金额。
profile,selectYourNPOpayperiod,选择您的机构。然后，输入您想每笔薪金捐赠的金额。
profile,settingUpPayrollDeductions,设置和管理您的薪资捐赠
